Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks
node_17077	node_17078	 6	6	 6	 0
node_17075	node_17084	 656	16	 12	 4
node_17080	node_17081	 228	228	 228	 0
node_17070	node_17072	 36	34	 36	 0
node_17072	B.US.2013.G4_RV_1b.KT284373	 2684	1760	 1760	 0
node_17082	node_17083	 754	0	 0	 0
node_18826	B.US.2005.04013396_0_flG7.FJ496084	 4958	4552	 4542	 10
node_17070	node_17071	 55	55	 55	 0
node_17066	node_17067	 614	0	 0	 0
node_17074	node_17075	 579	538	 579	 0
node_17073	B.US.2013.G4_RV_1.KT284371	 2721	1426	 1425	 1
node_17078	B.US.2013.G4_RV_11d.KT284378	 1875	1599	 1599	 0
node_17883	B.CA.2018.ART7_R4p1_H2_Barcode61--61_Cluster0_Phase0.MZ662715	 1519	1177	 1167	 10
node_17068	B.US.2000.THRO_TF1.JN944930	 4581	4581	 4581	 0
node_17068	node_17069	 0	0	 0	 0
node_17737	B.IN.-.11807.EF694037	 1349	1353	 1349	 0
node_17059	B.US.2018.3147_PB_PD1posCTLA4neg_6.OP700951	 1422	808	 808	 0
node_17073	B.US.2013.G4_RV_1c.KT284374	 1619	1417	 1417	 0
node_17076	node_17077	 1612	532	 1220	 7
node_17056	node_17057	 69	69	 69	 0
node_17072	node_17073	 943	335	 335	 0
node_17956	node_17957	 230	230	 230	 0
node_17321	B.CA.2017.ART6p24-102B1_8C1P0_490.ON816637	 3488	3488	 3488	 0
node_17064	B.US.2018.3147_PB_PD1posCTLA4neg_29.OP700972	 1984	1642	 1614	 28
node_17058	B.US.2018.3147_PB_PD1posCTLA4neg_44.OP700958	 1615	1001	 1001	 0
node_17078	B.US.2013.G4_RV_11c.KT284377	 7249	1611	 1609	 2
node_17060	B.US.2018.3147_PB_PD1posCTLA4neg_42.OP700960	 3306	809	 808	 1
node_17055	node_17056	 861	795	 861	 0
node_17507	node_17508	 232	0	 0	 0
node_17041	B.US.1997.1012_09.KT124742	 2131	957	 957	 0
node_17054	B.US.2018.3147_PB_PD1posCTLA4neg_47.OP700957	 1560	808	 808	 0
node_17908	node_17909	 382	0	 0	 0
node_17045	B.US.2018.3147_PB_PD1posCTLA4neg_8.OP700950	 1767	1282	 1361	 50
node_17061	node_17062	 62	60	 62	 0
node_17057	node_17058	 193	193	 193	 0
node_17047	node_17049	 1079	193	 193	 0
node_18515	B.US.2011.505_1730a.WG08.MG197084	 2938	2938	 2938	 0
node_17039	node_17040	 14	14	 14	 0
node_17037	node_17046	 1003	586	 587	 6
node_17046	node_17047	 368	0	 0	 0
node_17043	B.US.1986.YU-2.M93258	 1862	1860	 1862	 0
node_17040	B.US.1997.1012_11.AY331286	 2167	1147	 1115	 32
node_17051	node_17053	 193	193	 193	 0
node_17048	B.US.2018.3147_PB_PD1posCTLA4neg_15.OP700982	 1414	808	 808	 0
node_17041	B.US.1997.1012_08.AY331285	 2495	1101	 1101	 0
node_17044	B.US.1986.YU-10.M93259	 2804	2068	 2062	 6
node_17033	B.US.1990.90US_873.AY713412	 1297	1032	 1061	 2
node_17038	node_17039	 1239	803	 791	 22
node_17046	node_17051	 614	0	 0	 0
node_17028	node_17029	 503	116	 111	 10
node_17030	node_17032	 285	49	 49	 0
node_17029	B.US.2005.05US_SAJ_NVS8.JF689859	 1422	910	 884	 38
node_17032	B.TH.1990.BK132.AY173951	 1823	1241	 1255	 12
node_17025	node_17030	 125	135	 125	 0
node_17032	node_17033	 419	101	 115	 5
node_17026	node_17027	 355	79	 67	 0
node_17027	B.FR.2015.CHI3_22.OP994443	 2010	928	 922	 5
node_17021	node_17023	 639	28	 25	 3
node_17015	node_17025	 122	122	 122	 0
node_17023	B.US.2004.ES4-24.EF363124	 2551	2012	 2031	 11
node_17020	B.US.1978.SF4.KJ704795	 3303	773	 754	 19
node_17016	node_17021	 498	130	 130	 0
node_17953	node_17954	 204	203	 204	 0
node_17278	B.ES.2008.R11.KT200349	 4060	4043	 4060	 0
node_17019	B.US.1978.SF20.KJ704794	 1479	725	 723	 2
node_17020	B.ES.2017.LTNP_3_127GC.MN055643	 2660	1153	 1529	 9
node_17019	node_17020	 17	17	 17	 0
node_18937	B.US.2016.2531_TM_10.MZ922536	 5582	4828	 4798	 44
node_17013	node_17014	 902	344	 290	 60
node_17011	node_17012	 274	238	 274	 0
node_16996	node_17015	 283	262	 283	 0
node_17007	node_17009	 94	66	 94	 0
node_17009	node_17010	 743	741	 743	 0
node_17012	B.US.2000.ES1-20.EF363123	 1863	1834	 1863	 0
node_17006	node_17011	 1240	262	 226	 36
node_17185	node_17186	 614	0	 0	 0
node_17009	B.US.2018.2208_PB_PD1posCTLA4neg_16.OP700900	 1159	775	 775	 0
node_17010	B.US.2016.2208_EM_21.MZ922642	 2814	1460	 1424	 36
node_17004	B.US.2016.2208_NV_21.MZ922673	 1417	812	 803	 10
node_17008	B.US.2016.2208_CM_40.MZ922627	 1591	756	 749	 10
node_18727	B.BE.2016.STAR11_TEM_39.MZ041348	 4077	3731	 3731	 0
node_17002	node_17003	 87	77	 87	 0
node_19895	node_19896	 0	0	 0	 0
node_17002	node_17004	 1353	44	 43	 3
node_17003	B.US.2016.2208_EM_18.MZ922641	 1452	652	 652	 0
node_16999	node_17001	 153	151	 153	 0
node_17003	B.US.2016.2208_EM_10.MZ922635	 1362	652	 652	 0
node_17001	B.US.2018.2208_PB_PD1negCTLA4neg_15.OP700913	 1856	845	 844	 13
node_17000	B.US.2005.L8249.DQ886037	 5210	599	 606	 0
node_16997	node_16998	 64	59	 64	 0
node_17000	B.US.2005.L8249.FJ469746	 582	582	 582	 0
node_16995	B.US.2001.TRJO_flA9.FJ496153	 1787	951	 951	 0
node_16994	node_16995	 634	2	 2	 0
node_16996	node_16997	 433	439	 433	 0
node_16990	node_16991	 0	0	 0	 0
node_16990	B.US.2001.TRJO_flB1.FJ496154	 778	778	 778	 0
node_16993	B.US.2001.TRJO_flA2.FJ496152	 1837	777	 777	 0
node_16984	B.US.2018.5105_wk-2_4_P20.MW062970	 1957	695	 695	 0
node_16992	node_16994	 0	0	 0	 0
node_16983	node_16985	 408	40	 40	 0
node_16980	B.US.2018.5105_wk-2_PL6_A11.MW059365	 3111	613	 605	 45
node_16986	B.US.2018.5105_wk-2_4_J21.MW059336	 2451	728	 773	 15
node_19034	B.US.2016.B207_GAG_CD69_L16.MT191182	 3691	3691	 3691	 0
node_16988	node_16989	 98	47	 98	 0
node_16985	node_16986	 488	75	 72	 4
node_16978	node_16983	 94	94	 94	 0
node_16989	B.US.2018.5105_wk-2_5_F12.MW059350	 3722	1709	 2970	 32
node_16982	B.US.2018.5105_wk-2_3_I4.MW059318	 2577	969	 1051	 27
node_16976	B.US.1995.WCD32P1195.DQ487189	 3206	2466	 2464	 2
node_16958	node_16977	 90	89	 90	 0
node_16980	B.US.2018.5105_wk-2_PL6_N20.MW059378	 752	752	 752	 0
node_16976	B.US.1993.WCD32P0793.DQ487188	 6035	2493	 2442	 50
node_16973	node_16975	 214	213	 214	 0
node_16959	node_16968	 612	595	 612	 0
node_16979	node_16981	 44	50	 44	 0
node_16979	node_16980	 202	152	 202	 0
node_17303	node_17304	 3146	784	 784	 0
node_16975	B.CA.2018.ART7_R2p1H1_Barcode24--24_Cluster0_Phase0.MZ662673	 1951	1927	 1951	 0
node_16973	node_16974	 433	427	 433	 0
node_17790	node_17791	 0	0	 0	 0
node_16964	node_16966	 0	0	 0	 0
node_16981	node_16982	 1615	263	 249	 19
node_16977	node_16978	 1084	702	 683	 19
node_16982	B.US.2018.5105_wk-2_4_D23.MW059333	 1450	848	 842	 6
node_16966	node_16967	 664	664	 664	 0
node_16968	node_16973	 128	128	 128	 0
node_16958	node_16959	 189	201	 189	 0
node_16971	node_16972	 45	45	 45	 0
node_16972	B.US.1985.BAL_85US_Ba_L.AY713409	 1535	582	 553	 29
node_16879	node_16957	 216	219	 216	 0
node_16957	node_16958	 173	144	 173	 0
node_16967	B.US.2015.C02.02_20181218CADHFH_MATR3.MT744340	 5687	2265	 2265	 0
node_16965	B.US.2014.C02.01_20170228CADNFLPacBio_9C.MT744338	 1729	747	 747	 0
node_16960	node_16964	 170	148	 170	 0
node_18326	node_18327	 0	0	 0	 0
node_16955	B.US.2015.F07.02_20190325CADHFH_ZNF721.MT745572	 1773	1381	 1381	 0
node_16953	node_16955	 381	77	 75	 2
node_16952	B.US.2014.F_07_9.MZ868494	 3122	1776	 1776	 0
node_16964	node_16965	 456	0	 0	 0
node_16963	B.US.2014.F_07_88.MZ868458	 1782	1464	 1464	 0
node_16955	node_16956	 566	0	 0	 0
node_16953	node_16954	 7	7	 7	 0
node_16954	B.US.2014.F07.01_20190320CADNFLMiSeq_13.MT745571	 976	776	 774	 2
node_17545	node_17564	 0	0	 0	 0
node_16961	node_16963	 606	9	 8	 2
node_16948	node_16953	 2088	860	 2088	 0
node_16950	B.US.2019.TSC-139-V1-PL3-H11.OM209950	 1859	861	 861	 0
node_16950	B.US.2019.TSC-139-V1-PL4-D15.OM209952	 1201	833	 833	 0
node_16952	B.US.2014.F_07_62.MZ868493	 5506	1776	 1776	 0
node_16947	B.US.2019.TSC-139-V1-PL3-F24.OM209949	 2039	1353	 1353	 0
node_16944	node_16946	 661	661	 661	 0
node_16948	node_16949	 724	28	 1	 27
node_16938	node_16948	 330	331	 330	 0
node_16946	node_16947	 0	0	 0	 0
node_16947	B.US.2019.TSC-139-V1-PL4-H21.OM209953	 2640	1350	 1350	 0
node_16945	B.US.2019.TSC-139-V2-PL5-E11.OM209964	 874	874	 874	 0
node_16946	B.US.2019.TSC-139-V2-PL4-K13.OM209963	 4612	1496	 1496	 0
node_19377	node_19533	 532	158	 164	 0
node_16943	B.US.2019.TSC-139-V1-PL1-L16.OM209946	 5410	972	 972	 0
node_16939	node_16944	 173	173	 173	 0
node_16938	node_16939	 230	240	 230	 0
node_19511	B.US.2016.9246_W0_5D9_S52.MK115412	 4765	3883	 3883	 0
node_16937	B.US.2019.TSC-139-V2-PL2-P2.OM209962	 1428	694	 694	 0
node_16919	node_16938	 75	78	 75	 0
node_16932	B.US.2019.TSC-139-V2-PL2-G24.OM209958	 1330	702	 700	 2
node_16934	node_16935	 752	0	 0	 0
node_19037	node_19038	 0	0	 0	 0
node_17191	node_17230	 219	215	 219	 0
node_16935	B.US.2019.TSC-139-V2-PL1-J24.OM209954	 1424	856	 856	 0
node_16933	B.US.2019.TSC-139-V2-PL2-L13.OM209960	 2936	1133	 1094	 46
node_16920	node_16929	 378	370	 378	 0
node_16926	B.US.2011.CP12-10.KF384799	 3545	2096	 2503	 40
node_16929	node_16930	 351	349	 351	 0
node_16933	B.US.2019.TSC-139-V2-PL2-H19.OM209959	 1208	896	 865	 41
node_16923	B.US.2006.06US_SAJ_NVS35.JF689875	 4336	3490	 3750	 15
node_16923	B.US.2005.05US_SAJ_NVS12.JF689852	 4046	3460	 3432	 30
node_16926	B.US.-.L896.FJ469750	 1036	1035	 1036	 0
node_16925	node_16926	 1356	529	 742	 13
node_16922	node_16924	 719	720	 719	 0
node_16921	node_16925	 523	521	 523	 0
node_16921	node_16922	 644	412	 644	 0
node_16920	node_16921	 605	576	 605	 0
node_17888	node_17889	 1468	790	 1468	 0
node_16916	B.US.2011.20CB3_induced.KF526261	 1873	735	 731	 7
node_16919	node_16920	 391	390	 391	 0
node_16916	B.US.2011.20CB4_46F1.KF526265	 1950	744	 734	 10
node_16915	node_16916	 349	33	 24	 9
node_16918	B.US.-.L8157.DQ886035	 3684	1332	 1746	 52
node_16912	B.US.2005.263Pt1302005P7F1.MK384543	 4489	1416	 1380	 36
node_16908	node_16909	 772	31	 32	 3
node_16913	B.US.2011.20CB7_47E12.KF526279	 2121	1161	 1161	 0
node_16906	node_16908	 210	210	 210	 0
node_16905	B.US.2005.29Pt1302005P2B9.MK383534	 3080	816	 816	 0
node_18093	B.CA.2016.BC003_proviral_350_PrematureStop.OQ752139	 3694	3694	 3694	 0
node_16909	B.US.2005.323Pt1302005P11F3.MK383549	 2785	1207	 1182	 28
node_17076	node_17080	 63	63	 63	 0
node_19649	B.US.2019.5210-WK-2-PL5-B22.OM206733	 3647	3647	 3647	 0
node_16910	node_16911	 1302	236	 230	 17
node_16907	B.US.2005.38Pt1302005P2C7.MK383574	 1591	1257	 1257	 0
node_16900	node_16901	 6	6	 6	 0
node_19840	node_19842	 116	116	 116	 0
node_16901	node_16906	 335	1	 1	 0
node_16902	node_16903	 763	173	 173	 0
node_16904	B.US.2005.305Pt1302005P10G6.MK383538	 1058	1058	 1058	 0
node_16903	B.US.2005.325Pt1302005P11F7.MK383551	 2198	1224	 1224	 0
node_16904	node_16905	 1177	249	 249	 0
node_16891	node_16892	 0	0	 0	 0
node_17534	B.DE.2018.9254_W-2_4K6.MN090829	 703	703	 703	 0
node_16899	B.US.2005.36Pt1302005P2C5.MK383565	 945	7	 7	 0
node_16893	B.US.2005.243Pt1302005P6B2.MK383498	 2605	1225	 1225	 0
node_16895	B.US.2005.290Pt1302005P10A2.MK383528	 1449	1093	 1093	 0
node_16893	B.US.2005.249Pt1302005P6D8.MK383503	 2331	1223	 1223	 0
node_16897	B.US.2005.284Pt1302005P9D11.MK383522	 3958	812	 808	 4
node_16892	node_16894	 3714	670	 670	 0
node_16892	node_16893	 711	711	 711	 0
node_16898	node_16899	 0	0	 0	 0
node_16896	node_16897	 173	173	 173	 0
node_19012	B.US.2016.B207_Q3_N3.MT191201	 3704	3704	 3704	 0
node_17398	B.JP.-.DR2735.AB564746	 9326	4673	 4620	 53
node_16889	node_16890	 610	610	 610	 0
node_16873	node_16874	 568	0	 0	 0
node_16873	node_16875	 0	0	 0	 0
node_16888	B.US.2005.299Pt1302005P10D5.MK383533	 2170	1354	 1354	 0
node_16894	node_16895	 159	159	 159	 0
node_16887	node_16888	 368	0	 0	 0
node_19583	node_19588	 4	4	 4	 0
node_18315	node_18316	 0	0	 0	 0
node_16870	B.US.2005.288Pt1302005P9H1.MK383525	 2209	1197	 1197	 0
node_16879	node_16880	 728	558	 728	 0
node_16885	B.US.2005.300Pt1302005P10D12.MK383536	 470	470	 470	 0
node_16884	node_16885	 764	764	 764	 0
node_16887	node_16889	 126	126	 126	 0
node_16876	B.US.2005.256Pt1302005P6H9.MK383512	 1716	1036	 1036	 0
node_16868	node_16873	 638	0	 0	 0
node_16872	B.US.2005.320Pt1302005P11D6.MK383547	 1476	1190	 1190	 0
node_16858	node_16868	 222	222	 222	 0
node_16866	node_16867	 810	810	 810	 0
node_16871	B.US.2005.254Pt1302005P6G12.MK383511	 1835	1197	 1197	 0
node_16886	B.US.2005.312Pt1302005P11B2.MK383542	 1924	1238	 1238	 0
node_16877	node_16878	 807	810	 807	 0
node_18669	node_18671	 0	0	 0	 0
node_16870	B.US.2005.259Pt1302005P7B7.MK383513	 1474	1188	 1188	 0
node_16882	node_16883	 356	0	 0	 0
node_16874	B.US.2005.250Pt1302005P6E12.MK383506	 1542	1036	 1036	 0
node_16878	node_16879	 75	77	 75	 0
node_16866	B.US.2005.19Pt1302005P2A10.MK383470	 1358	1036	 1036	 0
node_16863	B.US.2005.295Pt1302005P10B12.MK383530	 1580	914	 914	 0
node_16874	B.US.2005.24Pt1302005P2B4.MK383505	 1993	1041	 1041	 0
node_16864	node_16865	 0	0	 0	 0
node_16859	node_16864	 984	0	 0	 0
node_16859	node_16860	 286	0	 0	 0
node_17827	B.US.2018.101-PB-14K5.MK169447	 6311	2971	 2959	 12
node_16860	node_16862	 0	0	 0	 0
node_16860	node_16861	 0	0	 0	 0
node_16865	B.US.2005.297Pt1302005P10C9.MK383531	 6017	1041	 1041	 0
node_16858	node_16859	 222	222	 222	 0
node_16856	B.US.2005.30Pt1302005P2B11.MK383541	 923	701	 701	 0
node_16854	node_16856	 1156	810	 810	 0
node_16857	B.US.2005.228Pt1302005P5A4.MK383485	 2646	452	 443	 8
node_16856	node_16857	 255	255	 255	 0
node_16853	B.US.2005.27Pt1302005P2B7.MK383519	 1480	1036	 1036	 0
node_16851	B.US.2001.152Pt1302001P6C9.MK383433	 1907	1672	 1671	 1
node_16848	B.US.2001.363Pt1302001P13A4.MK384836	 1432	1432	 1432	 0
node_17490	node_17491	 551	34	 29	 0
node_18978	node_18983	 148	148	 148	 0
node_16841	node_16842	 18	18	 18	 0
node_16847	node_16848	 678	678	 678	 0
node_16846	B.US.2001.371Pt1302001P13F6.MK383567	 2794	1954	 1946	 8
node_16841	node_16843	 25	25	 25	 0
node_16840	node_16841	 18	18	 18	 0
node_17693	B.GB.2008.MM33.17.1D2.MT794231	 2037	1064	 1059	 5
node_16837	B.US.2001.171Pt1302001P9B9.MK383448	 1107	1107	 1107	 0
node_16836	node_16837	 62	60	 62	 0
node_16835	B.US.2001.139Pt1302001P5B8.MK383417	 1881	1294	 1313	 1
node_16837	B.US.2001.169Pt1302001P8H3.MK384169	 3679	988	 947	 41
node_16839	node_16840	 701	75	 63	 12
node_16833	B.US.2001.156Pt1302001P6G12.MK383438	 2464	1268	 1268	 0
node_16835	B.US.2001.154Pt1302001P6F1.MK383435	 3774	1336	 1310	 26
node_16834	node_16836	 275	255	 275	 0
node_16832	B.US.2001.125Pt1302001P3D9.MK383406	 1481	1259	 1259	 0
node_16831	B.US.2001.166Pt1302001P8E3.MK384157	 2039	1500	 1495	 5
node_16830	node_16831	 850	218	 212	 6
node_16825	node_16827	 183	183	 183	 0
node_16828	B.ES.1989.K2p31.KT259319	 3926	1615	 1654	 2
node_16824	B.ES.1989.S61_K1p21.HM469982	 1648	1619	 1648	 0
node_16823	B.ES.1989.K2p11.GQ386791	 2244	1794	 1794	 0
node_16822	B.ES.1989.K1p1.GQ386788	 2017	1795	 1795	 0
node_16819	node_16820	 172	172	 172	 0
node_16818	B.ES.1989.H1p31.KT259315	 4408	1786	 2162	 12
node_16824	B.ES.1989.K2p1.GQ386790	 1554	1554	 1554	 0
node_16822	B.ES.1989.S61K15.AF256210	 2171	1725	 1463	 0
node_19731	node_19732	 0	0	 0	 0
node_16817	node_16818	 25	22	 25	 0
node_16816	B.ES.1989.H1_5p11.GQ386795	 2400	1812	 1814	 0
node_16810	node_16815	 116	63	 116	 0
node_16815	node_16816	 632	5	 0	 5
node_16813	node_16814	 1	1	 1	 0
node_16820	node_16821	 1	1	 1	 0
node_16814	B.ES.1989.E1p31.KT259311	 2347	1593	 1593	 0
node_16813	B.ES.1989.E1_5p11.GQ386793	 2222	1590	 1590	 0
node_17719	node_17720	 33	33	 33	 0
node_17518	node_17520	 235	3	 3	 0
node_16810	node_16811	 33	33	 33	 0
node_16809	B.ES.1989.S61_D1_5p21.HM469974	 2169	1847	 1847	 0
node_16801	node_16810	 66	67	 66	 0
node_16807	B.ES.1989.S61D1.AF256211	 4338	2106	 2140	 6
node_16808	node_16809	 452	10	 6	 4
node_16802	node_16806	 564	559	 564	 0
node_16806	node_16807	 4	4	 4	 0
node_16801	node_16802	 763	32	 31	 1
node_16805	B.ES.1989.D2p11.GQ386778	 202	202	 202	 0
node_16804	B.ES.1989.S61D15.AF256205	 1389	427	 427	 0
node_16800	node_16801	 226	226	 226	 0
node_16805	B.ES.1989.D2p1.GQ386777	 1665	201	 201	 0
node_16804	B.ES.1989.D1_5p11.GQ386776	 5449	207	 201	 6
node_16793	B.ES.1989.S61_I1p21.HM469980	 1574	1574	 1574	 0
node_16721	node_16799	 316	316	 316	 0
node_16780	node_16790	 67	67	 67	 0
node_16778	node_16779	 0	0	 0	 0
node_16795	node_16796	 74	74	 74	 0
node_16786	node_16787	 1629	348	 343	 5
node_17793	B.CH.2000.M1_0007251_NFLG2.KC797172	 4018	4018	 4018	 0
node_16791	node_16792	 1987	1355	 1355	 0
node_17884	B.CA.2018.ART7_R2p1H12_Barcode27--27_Cluster0_Phase0.MZ662676	 1313	1302	 1313	 0
node_16797	node_16798	 978	0	 0	 0
node_16788	node_16789	 364	0	 0	 0
node_16792	B.ES.1989.I5p1.GQ386786	 431	431	 431	 0
node_16780	node_16781	 446	448	 446	 0
node_16796	B.ES.1989.S61_I5p21.HM469981	 2435	1806	 1803	 3
node_16803	node_16804	 1766	4	 4	 0
node_16784	B.ES.1989.S61_G1_5p21.HM469978	 2230	2230	 2230	 0
node_16779	B.ES.1989.G2p31.KT259313	 3304	1840	 1834	 6
node_16781	node_16782	 79	79	 79	 0
node_16768	B.FR.2012.PHI6_13.OP994636	 1846	1846	 1846	 0
node_16770	B.FR.2012.PHI6_10.OP994633	 1921	1581	 1581	 0
node_16791	node_16793	 231	231	 231	 0
node_18291	B.US.-.SH8183.FJ469768	 4951	3889	 3823	 73
node_16797	B.ES.1989.D1p11.GQ386775	 1784	1784	 1784	 0
node_16777	B.ES.1989.S61G1.AF256206	 1703	1703	 1703	 0
node_16784	node_16785	 68	68	 68	 0
node_16789	B.ES.1989.I1p11.GQ386785	 2015	1555	 1555	 0
node_16777	B.ES.1989.S61G7.AF256207	 2598	1704	 1704	 0
node_16767	node_16769	 142	142	 142	 0
node_16769	node_16770	 0	0	 0	 0
node_16778	B.ES.1989.S61_G2p21.HM469977	 1801	1801	 1801	 0
node_17907	B.US.2014.R_09_HFH_22.MZ868487	 8052	4862	 4862	 0
node_16767	node_16768	 445	445	 445	 0
node_16771	node_16776	 775	143	 143	 0
node_16775	B.ES.1989.G2p11.GQ386783	 1561	1561	 1561	 0
node_17439	node_17440	 808	808	 808	 0
node_16722	node_16761	 353	342	 353	 0
node_16774	B.ES.1989.G1p1.GQ386779	 2405	1717	 1717	 0
node_16760	B.US.2012.432_133_F_w18VT_WG.MH897917	 4815	4815	 4815	 0
node_16766	B.FR.2012.PHI6_17.OP994641	 1564	1564	 1564	 0
node_17343	node_17344	 2792	2792	 2792	 0
node_16763	node_16767	 638	0	 0	 0
node_16759	node_16760	 151	151	 151	 0
node_18456	B.US.2019.TSC-144-V2-PL2-M17.OM209984	 8278	4610	 4610	 0
node_16765	B.FR.2012.PHI6_2.OP994623	 2028	1562	 1562	 0
node_19264	B.US.2018.120-PB-37K16.MK169829	 4995	4281	 4277	 4
node_16759	B.US.-.F7204.DQ886033	 7785	4736	 4681	 55
node_16752	node_16757	 56	56	 56	 0
node_19442	B.AU.2000.P1_PBMC_BSL_25.OK532972	 4217	3693	 3693	 0
node_16753	node_16754	 0	0	 0	 0
node_16754	B.US.2013.S1492_T1_Intact.MG171201	 7891	4797	 4787	 10
node_16748	node_16750	 21	21	 21	 0
node_16755	node_16756	 723	723	 723	 0
node_16750	node_16751	 2863	2508	 2517	 4
node_16723	node_16742	 291	299	 291	 0
node_16746	B.US.2016.2661_EM_07.MZ922543	 3905	3905	 3905	 0
node_16751	B.US.2013.S1544_T1_Intact.MG171204	 1935	1937	 1935	 0
node_16749	B.US.2016.2661_EM_26.MZ922555	 4914	4172	 4172	 0
node_16749	B.US.2016.2661_EM_15.MZ922549	 5049	4173	 4173	 0
node_17503	node_17504	 1199	333	 1199	 0
node_16747	B.US.2016.2661_EM_25.MZ922554	 4647	3905	 3905	 0
node_16740	node_16741	 0	0	 0	 0
node_16740	B.US.2016.2661_EM_20.MZ922552	 3905	3905	 3905	 0
node_16744	node_16746	 613	267	 267	 0
node_16741	B.US.2016.2661_EM_14.MZ922548	 4251	3905	 3905	 0
node_16745	B.US.2016.2661_EM_03.MZ922540	 1745	1509	 1509	 0
node_16739	B.US.2016.2661_EM_12.MZ922547	 7571	3905	 3905	 0
node_16733	node_16738	 0	0	 0	 0
node_16737	B.US.2016.2661_EM_04.MZ922541	 4425	4189	 4189	 0
node_16736	B.US.2016.2661_EM_01.MZ922538	 7287	4189	 4189	 0
node_16724	node_16733	 0	0	 0	 0
node_16735	B.US.2016.2661_EM_02.MZ922539	 4189	4189	 4189	 0
node_16725	node_16729	 0	0	 0	 0
node_16731	B.US.2016.2661_EM_05.MZ922542	 3905	3905	 3905	 0
node_16730	B.US.2016.2661_EM_27.MZ922556	 3905	3905	 3905	 0
node_16723	node_16724	 364	188	 364	 0
node_16722	node_16723	 2065	2067	 2065	 0
node_16727	B.US.2010.10CB1_33A10.KF526122	 1649	1279	 1279	 0
node_17309	node_17310	 3206	2454	 2454	 0
node_16721	node_16722	 7	7	 7	 0
node_16720	B.US.2019.p1t3_qvoa_cmv_well10.MW262768	 4101	4101	 4101	 0
node_16726	node_16727	 615	2	 1	 1
node_16716	B.US.1990.WEAU_flF5.FJ496163	 4086	4079	 4086	 0
node_16715	B.US.1990.WEAU_flE3.FJ496160	 8277	4387	 4387	 0
node_16728	B.US.2010.10CB1_33A2.KF526123	 1117	1117	 1117	 0
node_16716	B.US.1990.WEAU_flF7.FJ496165	 4084	4084	 4084	 0
node_18198	node_18203	 0	0	 0	 0
node_18151	node_18152	 8	8	 8	 0
node_16711	B.US.1990.WEAU_flE1.FJ496159	 4521	3909	 3909	 0
node_16711	B.US.1990.WEAU_flA11.FJ496158	 5773	3909	 3909	 0
node_16713	node_16714	 0	0	 0	 0
node_17513	node_17515	 1	1	 1	 0
node_16713	node_16715	 0	0	 0	 0
node_16704	node_16706	 0	0	 0	 0
node_16704	node_16705	 159	159	 159	 0
node_16709	B.US.2013.2275-EM-3.KY778402	 1638	1638	 1638	 0
node_16703	node_16704	 315	315	 315	 0
node_16700	node_16701	 282	282	 282	 0
node_16701	B.US.2013.2275-DRpos-8.MH843915	 4426	4426	 4426	 0
node_16702	node_16703	 222	7	 0	 7
node_18831	B.CA.-.HDM003V04.DQ322228	 4275	4275	 4275	 0
node_16699	B.US.2013.2275-EM-7.KY778418	 4415	4179	 4179	 0
node_16693	node_16698	 0	0	 0	 0
node_17967	node_17968	 500	501	 500	 0
node_16699	B.US.2013.2275-EM-32.KY778403	 4525	4179	 4179	 0
node_16697	B.US.2013.2275-DR-30.MH843879	 4468	3856	 3856	 0
node_16693	node_16694	 0	0	 0	 0
node_16687	B.US.2013.2275-EM-41.KY778409	 4415	4179	 4179	 0
node_19526	B.US.2006.CH58E_flC4.FJ495942	 8337	4507	 4506	 1
node_16674	node_16675	 0	0	 0	 0
node_16695	B.US.2013.2275-DRpos-26.MH843896	 3838	3838	 3838	 0
node_16695	B.US.2013.2275-DRpos-7.MH843914	 4406	3838	 3838	 0
node_16685	node_16689	 0	0	 0	 0
node_16671	B.US.2013.2275-TM-19.KY778424	 4179	4179	 4179	 0
node_16680	B.US.2013.2275-TM-14.KY778422	 8415	4179	 4179	 0
node_19987	node_19988	 437	437	 437	 0
node_16696	B.US.2013.2275-EM-2.KY778394	 4109	3873	 3873	 0
node_16690	B.US.2013.2275-DRpos-38.MH843906	 6470	4144	 4144	 0
node_16664	node_16674	 4	4	 4	 0
node_16694	node_16695	 306	306	 306	 0
node_16697	B.US.2013.2275-EM-34.KY778404	 3891	3891	 3891	 0
node_16675	node_16676	 5	5	 5	 0
node_16665	node_16666	 0	0	 0	 0
node_16686	node_16687	 0	0	 0	 0
node_16679	node_16680	 0	0	 0	 0
node_16670	node_16672	 0	0	 0	 0
node_16663	B.US.2019.5111-WK26-PL4-F24.OM204130	 6116	3113	 3012	 101
node_17147	node_17148	 0	0	 0	 0
node_16665	node_16670	 0	0	 0	 0
node_16668	node_16669	 0	0	 0	 0
node_16645	node_16664	 15	15	 15	 0
node_16667	B.US.2009.HIV_USA_AC01_post.MW924798	 5611	4513	 4479	 34
node_16673	B.US.2013.2275-DRpos-42.MH843910	 8380	4144	 4144	 0
node_16662	B.US.2018.5111_wk-2_PL1_H4.MW062994	 3868	3275	 3274	 1
node_16671	B.US.2013.2275-EM-21.KY778395	 8434	4198	 4198	 0
node_16669	B.US.2013.2275-EM-49.KY778416	 4743	4179	 4179	 0
node_16660	node_16661	 1	1	 1	 0
