Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks
node_361852	OX458230.1	 0	0	 0	 0
node_1529991	OU751508.1	 0	0	 0	 0
node_1350226	OK015750.1	 0	0	 0	 0
node_776431	node_776432	 0	0	 0	 0
node_856241	OW677838.1	 0	0	 0	 0
node_1520828	OL581814.1	 0	0	 0	 0
node_833645	OX730968.1	 0	0	 0	 0
node_1207697	OL915260.1	 0	0	 0	 0
node_351567	node_351568	 0	0	 0	 0
node_1538835	OU763817.1	 0	0	 0	 0
node_985896	ON547909.1	 0	0	 0	 0
node_1171037	OL963295.1	 0	0	 0	 0
node_1346705	OK154263.1	 0	0	 0	 0
node_33679	ON298721.1	 0	0	 0	 0
node_450574	node_450575	 0	0	 0	 0
node_947318	node_947365	 0	0	 0	 0
node_950124	OM442104.1	 0	0	 0	 0
node_72898	MW942348.1	 0	0	 0	 0
node_433565	OW245522.1	 0	0	 0	 0
node_1026277	PP606357.1	 0	0	 0	 0
node_1606184	OL398715.1	 0	0	 0	 0
node_1524445	OU729552.1	 0	0	 0	 0
node_850744	OM278828.1	 0	0	 0	 0
node_1456331	OU440709.1	 0	0	 0	 0
node_845064	OV755553.1	 0	0	 0	 0
node_183737	MZ213816.1	 0	0	 0	 0
node_194019	OQ896561.1	 0	0	 0	 0
node_143160	OX536096.1	 0	0	 0	 0
node_1117458	OK404054.1	 0	0	 0	 0
node_256457	OW198044.1	 0	0	 0	 0
node_1447291	OU829893.1	 0	0	 0	 0
node_1314104	node_1314105	 0	0	 0	 0
node_1564224	OK096015.1	 0	0	 0	 0
node_917124	OY675644.1	 0	0	 0	 0
node_485511	OY127963.1	 0	0	 0	 0
node_252919	ON308730.1	 0	0	 0	 0
node_924761	OW903881.1	 0	0	 0	 0
node_73537	OU112022.1	 0	0	 0	 0
node_16327	OU280489.1	 0	0	 0	 0
node_184425	PP610557.1	 0	0	 0	 0
node_735917	OW395546.1	 0	0	 0	 0
node_502180	PP846117.1	 0	0	 0	 0
node_1471875	OX703912.1	 0	0	 0	 0
node_120916	OU395393.1	 0	0	 0	 0
node_182689	node_182692	 0	0	 0	 0
node_616788	OP767446.1	 0	0	 0	 0
node_1145963	OK568409.1	 0	0	 0	 0
node_1190156	OK518797.1	 0	0	 0	 0
node_612942	node_615883	 0	0	 0	 0
node_269051	OP516233.1	 0	0	 0	 0
node_1644507	MZ239521.1	 0	0	 0	 0
node_752532	OY120768.1	 0	0	 0	 0
node_199953	node_199954	 0	0	 0	 0
node_443083	OX346965.1	 0	0	 0	 0
node_1371231	node_1371232	 0	0	 0	 0
node_966841	OX881814.1	 0	0	 0	 0
node_900204	OV785131.1	 0	0	 0	 0
node_304632	OY463172.1	 0	0	 0	 0
node_1162362	OL423749.1	 0	0	 0	 0
node_1460940	OU759558.1	 0	0	 0	 0
node_1420961	OU459547.1	 0	0	 0	 0
node_897632	OV809570.1	 0	0	 0	 0
node_422285	ON335825.1	 0	0	 0	 0
node_847505	OV594986.1	 0	0	 0	 0
node_1518282	OU454822.1	 0	0	 0	 0
node_844648	OY017661.1	 0	0	 0	 0
node_510431	OP975122.2	 0	0	 0	 0
node_1478160	OV426335.1	 0	0	 0	 0
node_1289573	OK063247.1	 0	0	 0	 0
node_269849	node_269851	 0	0	 0	 0
node_29950	node_29951	 0	0	 0	 0
node_1123198	OP563091.1	 0	0	 0	 0
node_1566197	OW603417.1	 0	0	 0	 0
node_335121	OX455285.1	 0	0	 0	 0
node_566594	OP698653.1	 0	0	 0	 0
node_565303	OP038943.1	 0	0	 0	 0
node_534435	OP182762.1	 0	0	 0	 0
node_229614	OW154202.1	 0	0	 0	 0
node_94767	OY601096.1	 0	0	 0	 0
node_1269774	OK215453.1	 0	0	 0	 0
node_100252	node_100253	 0	0	 0	 0
node_1390446	OU989638.1	 0	0	 0	 0
node_751400	OW203061.1	 0	0	 0	 0
node_1053224	OW333309.1	 0	0	 0	 0
node_161189	MW912152.1	 0	0	 0	 0
node_1197112	node_1197126	 0	0	 0	 0
node_27271	OX649509.1	 0	0	 0	 0
node_512059	node_512061	 0	0	 0	 0
node_212454	OU129538.1	 0	0	 0	 0
node_936640	node_936641	 0	0	 0	 0
node_280258	OW228452.1	 0	0	 0	 0
node_1002265	OV941195.1	 0	0	 0	 0
node_1565692	OV592151.1	 0	0	 0	 0
node_87817	OD953638.1	 0	0	 0	 0
node_887027	OM808276.1	 0	0	 0	 0
node_723284	ON328830.1	 0	0	 0	 0
node_630223	OP319915.1	 0	0	 0	 0
node_970018	node_970019	 0	0	 0	 0
node_272514	OY550569.1	 0	0	 0	 0
node_338513	OX807190.1	 0	0	 0	 0
node_1090401	OK595528.1	 0	0	 0	 0
node_1010970	OW816370.1	 0	0	 0	 0
node_132862	MZ741003.1	 0	0	 0	 0
node_1466182	OV251614.1	 0	0	 0	 0
node_451585	node_451602	 0	0	 0	 0
node_1387593	OV398782.1	 0	0	 0	 0
node_211128	OU026023.1	 0	0	 0	 0
node_75556	MW931362.1	 0	0	 0	 0
node_1446911	OX507316.1	 0	0	 0	 0
node_980395	OM685476.1	 0	0	 0	 0
node_694739	PP430979.1	 0	0	 0	 0
node_914348	OM883296.1	 0	0	 0	 0
node_747947	OY104939.1	 0	0	 0	 0
node_1260044	OU757644.1	 0	0	 0	 0
node_39755	MZ779736.1	 0	0	 0	 0
node_54785	node_54787	 0	0	 0	 0
node_1630154	MW522457.1	 0	0	 0	 0
node_1478375	OV321895.1	 0	0	 0	 0
node_177447	node_177453	 0	0	 0	 0
node_325551	PP737341.1	 0	0	 0	 0
node_1363538	OP397781.1	 0	0	 0	 0
node_573297	OX284773.1	 0	0	 0	 0
node_774972	OW625258.1	 0	0	 0	 0
node_1271212	MZ934284.1	 0	0	 0	 0
node_159977	OD932531.1	 0	0	 0	 0
node_1337153	OY370986.1	 0	0	 0	 0
node_1172200	PP045127.1	 0	0	 0	 0
node_767228	OW173877.1	 0	0	 0	 0
node_1337260	OV048756.1	 0	0	 0	 0
node_526771	node_526772	 0	0	 0	 0
node_1178092	OL839085.1	 0	0	 0	 0
node_1058565	OL540935.1	 0	0	 0	 0
node_1493183	OU404351.1	 0	0	 0	 0
node_1262606	OM084705.1	 0	0	 0	 0
node_591007	OQ335645.1	 0	0	 0	 0
node_1481741	OV024147.1	 0	0	 0	 0
node_1615858	OR308979.1	 0	0	 0	 0
node_851991	node_851992	 0	0	 0	 0
node_155491	OK431991.1	 0	0	 0	 0
node_638060	OP402434.1	 0	0	 0	 0
node_1007458	OW041643.1	 0	0	 0	 0
node_701653	PP077674.1	 0	0	 0	 0
node_687582	OP827087.1	 0	0	 0	 0
node_1260740	OM175636.1	 0	0	 0	 0
node_536942	OP336644.1	 0	0	 0	 0
node_226082	OW203978.1	 0	0	 0	 0
node_374598	OQ591158.1	 0	0	 0	 0
node_167808	OD979288.1	 0	0	 0	 0
node_768081	OX068257.1	 0	0	 0	 0
node_922347	OW541321.1	 0	0	 0	 0
node_735801	OW389032.1	 0	0	 0	 0
node_760330	ON691782.1	 0	0	 0	 0
node_1239995	OV201706.1	 0	0	 0	 0
node_72624	node_72625	 0	0	 0	 0
node_1129191	OK027160.1	 0	0	 0	 0
node_923877	node_923878	 0	0	 0	 0
node_1398809	node_1398826	 0	0	 0	 0
node_386905	OY726977.1	 0	0	 0	 0
node_843596	OY483300.1	 0	0	 0	 0
node_323309	OR703303.1	 0	0	 0	 0
node_1604766	MZ992243.1	 0	0	 0	 0
node_93056	MT971647.1	 0	0	 0	 0
node_412844	OX417005.1	 0	0	 0	 0
node_1126429	OL501344.1	 0	0	 0	 0
node_138783	OU229567.1	 0	0	 0	 0
node_422390	OY304704.1	 0	0	 0	 0
node_244605	OY548750.1	 0	0	 0	 0
node_214496	OD932081.1	 0	0	 0	 0
node_987199	OM492625.1	 0	0	 0	 0
node_238852	OW243299.1	 0	0	 0	 0
node_1477956	node_1480613	 0	0	 0	 0
node_305782	OX456704.1	 0	0	 0	 0
node_1132614	OL842337.1	 0	0	 0	 0
node_608083	OQ978332.1	 0	0	 0	 0
node_691615	OY998447.1	 0	0	 0	 0
node_703180	PP414367.1	 0	0	 0	 0
node_279322	OP518160.1	 0	0	 0	 0
node_184919	OM462044.1	 0	0	 0	 0
node_223573	OU312126.1	 0	0	 0	 0
node_885273	OP518251.1	 0	0	 0	 0
node_1216456	OL447726.1	 0	0	 0	 0
node_975113	ON084264.1	 0	0	 0	 0
node_937636	OW594857.1	 0	0	 0	 0
node_81321	FR996986.1	 0	0	 0	 0
node_391418	OX021902.1	 0	0	 0	 0
node_1125024	OK112299.1	 0	0	 0	 0
node_1305798	OL733643.1	 0	0	 0	 0
node_1617756	PP122209.1	 0	0	 0	 0
node_1533410	OU779634.1	 0	0	 0	 0
node_563539	OP257090.1	 0	0	 0	 0
node_1112574	OY343359.1	 0	0	 0	 0
node_583201	OR496200.1	 0	0	 0	 0
node_418059	node_418064	 0	0	 0	 0
node_117227	MZ281483.1	 0	0	 0	 0
node_846939	node_846940	 0	0	 0	 0
node_1603627	OL543997.1	 0	0	 0	 0
node_90891	OX975704.1	 0	0	 0	 0
node_501356	OX432775.1	 0	0	 0	 0
node_132453	OX682708.1	 0	0	 0	 0
node_1380620	OL465277.1	 0	0	 0	 0
node_628861	OX230030.1	 0	0	 0	 0
node_1190737	OL725868.1	 0	0	 0	 0
node_502884	OQ346957.1	 0	0	 0	 0
node_1469199	OU983559.1	 0	0	 0	 0
node_13903	OY878437.1	 0	0	 0	 0
node_1511050	OV084787.1	 0	0	 0	 0
node_39490	node_39491	 0	0	 0	 0
node_87848	node_87849	 0	0	 0	 0
node_610651	OX368775.1	 0	0	 0	 0
node_1147636	OM010740.1	 0	0	 0	 0
node_174381	OM913994.1	 0	0	 0	 0
node_1040368	node_1040369	 0	0	 0	 0
node_749404	node_749405	 0	0	 0	 0
node_1625904	MW779235.1	 0	0	 0	 0
node_833568	OV866298.1	 0	0	 0	 0
node_1455360	OV095885.1	 0	0	 0	 0
node_1161821	OL852057.1	 0	0	 0	 0
node_250442	node_250445	 0	0	 0	 0
node_1022124	OQ557841.1	 0	0	 0	 0
node_1578426	node_1578452	 0	0	 0	 0
node_1230701	OV349794.1	 0	0	 0	 0
node_606755	OY834646.1	 0	0	 0	 0
node_1536091	OW567401.1	 0	0	 0	 0
node_990224	node_990232	 0	0	 0	 0
node_1620342	MZ377367.1	 0	0	 0	 0
node_503558	OQ328208.1	 0	0	 0	 0
node_1112310	OW423115.1	 0	0	 0	 0
node_392619	node_392620	 0	0	 0	 0
node_283585	OY758336.1	 0	0	 0	 0
node_1339624	OK097808.1	 0	0	 0	 0
node_843417	OV571470.1	 0	0	 0	 0
node_1183783	OV241075.1	 0	0	 0	 0
node_335432	OQ758562.1	 0	0	 0	 0
node_490668	node_490669	 0	0	 0	 0
node_101388	OU146373.1	 0	0	 0	 0
node_1334349	node_1334438	 0	0	 0	 0
node_1525442	OU950908.1	 0	0	 0	 0
node_1021984	node_1022069	 0	0	 0	 0
node_1459492	OV163912.1	 0	0	 0	 0
node_1581356	OW335110.1	 0	0	 0	 0
node_377202	OR207022.1	 0	0	 0	 0
node_1531301	OV416531.1	 0	0	 0	 0
node_1051848	OL774024.1	 0	0	 0	 0
node_594571	OP224863.1	 0	0	 0	 0
node_105459	OU057097.1	 0	0	 0	 0
node_256432	OW269777.1	 0	0	 0	 0
node_992610	OY570738.1	 0	0	 0	 0
node_250703	OY319823.1	 0	0	 0	 0
node_188234	OK512492.1	 0	0	 0	 0
node_612942	OP384516.1	 0	0	 0	 0
node_511596	OX426328.1	 0	0	 0	 0
node_901769	OX673440.1	 0	0	 0	 0
node_274145	OY697397.1	 0	0	 0	 0
node_1614652	node_1614654	 0	0	 0	 0
node_1350292	OL751672.1	 0	0	 0	 0
node_1625583	OM038423.1	 0	0	 0	 0
node_131987	OD929880.1	 0	0	 0	 0
node_586815	OP494940.1	 0	0	 0	 0
node_569998	node_570762	 0	0	 0	 0
node_670566	OQ284442.1	 0	0	 0	 0
node_1642772	node_1642776	 0	0	 0	 0
node_1060235	node_1060236	 0	0	 0	 0
node_601234	node_601235	 0	0	 0	 0
node_889713	OW858068.1	 0	0	 0	 0
node_25340	OY907912.1	 0	0	 0	 0
node_176867	FR992360.1	 0	0	 0	 0
node_770111	OX060131.1	 0	0	 0	 0
node_662581	OX237428.1	 0	0	 0	 0
node_1238415	node_1238438	 0	0	 0	 0
node_629409	OP764205.1	 0	0	 0	 0
node_544500	OP030641.1	 0	0	 0	 0
node_775936	OX096366.1	 0	0	 0	 0
node_961997	OV899746.1	 0	0	 0	 0
node_290127	OY765231.1	 0	0	 0	 0
node_1546925	OU631050.1	 0	0	 0	 0
node_870700	OY468632.1	 0	0	 0	 0
node_1033829	OW373067.1	 0	0	 0	 0
node_44922	node_44923	 0	0	 0	 0
node_966826	OM950560.1	 0	0	 0	 0
node_726100	node_727318	 0	0	 0	 0
node_1214750	node_1214751	 0	0	 0	 0
node_524725	OQ268335.2	 0	0	 0	 0
node_997081	OW522809.1	 0	0	 0	 0
node_1614029	OX757136.1	 0	0	 0	 0
node_229657	OX884575.1	 0	0	 0	 0
node_2637	OU161971.1	 0	0	 0	 0
node_657685	node_657688	 0	0	 0	 0
node_1554581	OY907601.1	 0	0	 0	 0
node_115262	node_115263	 0	0	 0	 0
node_204800	OU241097.1	 0	0	 0	 0
node_1478258	OW559788.1	 0	0	 0	 0
node_873583	OV766428.1	 0	0	 0	 0
node_1541570	OU731724.1	 0	0	 0	 0
node_1384871	OV315971.1	 0	0	 0	 0
node_513756	node_513760	 0	0	 0	 0
node_229138	OW902523.1	 0	0	 0	 0
node_1287142	OM174910.1	 0	0	 0	 0
node_1033315	OV508047.1	 0	0	 0	 0
node_997138	OY975606.1	 0	0	 0	 0
node_193145	MZ059990.1	 0	0	 0	 0
node_421724	OY212891.1	 0	0	 0	 0
node_677698	BS006270.1	 0	0	 0	 0
node_1203510	node_1203517	 0	0	 0	 0
node_993728	OV344493.1	 0	0	 0	 0
node_1316245	MZ884167.1	 0	0	 0	 0
node_1593069	MZ358509.1	 0	0	 0	 0
node_1148279	OK468129.1	 0	0	 0	 0
node_1592924	MZ555831.1	 0	0	 0	 0
node_6506	ON434892.1	 0	0	 0	 0
node_1561030	OX859629.1	 0	0	 0	 0
node_112125	OK193198.1	 0	0	 0	 0
node_1224661	OK597675.1	 0	0	 0	 0
node_705369	PP406202.1	 0	0	 0	 0
node_1496776	OU305571.1	 0	0	 0	 0
node_34228	OX679341.1	 0	0	 0	 0
node_1590686	MZ978314.1	 0	0	 0	 0
node_1318144	node_1318150	 0	0	 0	 0
node_728489	OX180035.1	 0	0	 0	 0
node_541732	OX220211.1	 0	0	 0	 0
node_262504	node_262507	 0	0	 0	 0
node_660231	OQ650964.1	 0	0	 0	 0
node_1026826	ON456729.1	 0	0	 0	 0
node_1462336	OU433725.1	 0	0	 0	 0
node_443141	OX189181.1	 0	0	 0	 0
node_443864	OX229898.1	 0	0	 0	 0
node_263042	OX060032.1	 0	0	 0	 0
node_843509	OW118847.1	 0	0	 0	 0
node_802907	OX888073.1	 0	0	 0	 0
node_1596212	ON755380.1	 0	0	 0	 0
node_1646128	MZ591276.1	 0	0	 0	 0
node_858213	ON188166.1	 0	0	 0	 0
node_1427181	OU895856.1	 0	0	 0	 0
node_1403679	OV322659.1	 0	0	 0	 0
node_857733	OM092311.1	 0	0	 0	 0
node_354950	OY623269.1	 0	0	 0	 0
node_763920	OW830148.1	 0	0	 0	 0
node_1611444	node_1611445	 0	0	 0	 0
node_1364808	node_1366882	 0	0	 0	 0
node_1030758	OK010760.1	 0	0	 0	 0
node_443725	OX060621.1	 0	0	 0	 0
node_360331	OQ710029.1	 0	0	 0	 0
node_975789	OM696871.1	 0	0	 0	 0
node_301028	node_301030	 0	0	 0	 0
node_958509	OM904090.1	 0	0	 0	 0
node_1567623	OU412071.1	 0	0	 0	 0
node_608544	OQ048938.1	 0	0	 0	 0
node_1073884	OL782925.1	 0	0	 0	 0
node_295194	OR465360.1	 0	0	 0	 0
node_198602	node_198603	 0	0	 0	 0
node_868467	OM901971.1	 0	0	 0	 0
node_1432917	OX857613.1	 0	0	 0	 0
node_1495282	OU544466.1	 0	0	 0	 0
node_1407139	OX522772.1	 0	0	 0	 0
node_677547	OP318419.1	 0	0	 0	 0
node_1594549	OW614968.1	 0	0	 0	 0
node_1108851	OX707577.1	 0	0	 0	 0
node_1521589	OU378049.1	 0	0	 0	 0
node_1556995	OU622749.2	 0	0	 0	 0
node_667565	OX228523.1	 0	0	 0	 0
node_792036	OQ982164.1	 0	0	 0	 0
node_485568	OX416747.1	 0	0	 0	 0
node_234437	OW420268.1	 0	0	 0	 0
node_660533	node_660541	 0	0	 0	 0
node_1408675	OU768898.1	 0	0	 0	 0
node_732899	OX268801.1	 0	0	 0	 0
node_846173	node_847652	 0	0	 0	 0
node_590599	node_590600	 0	0	 0	 0
node_32961	OD997122.2	 0	0	 0	 0
node_233507	node_233508	 0	0	 0	 0
node_1618764	node_1618765	 0	0	 0	 0
node_181512	OU158199.1	 0	0	 0	 0
node_189626	MZ372819.1	 0	0	 0	 0
node_1463413	OV001074.1	 0	0	 0	 0
node_712375	node_712717	 0	0	 0	 0
node_1480453	OV501185.1	 0	0	 0	 0
node_1264807	OL721438.1	 0	0	 0	 0
node_1601813	OU314589.1	 0	0	 0	 0
node_1172534	OL475178.1	 0	0	 0	 0
node_161815	OU144516.1	 0	0	 0	 0
node_1570758	ON131829.1	 0	0	 0	 0
node_290645	OR560622.1	 0	0	 0	 0
node_42535	node_42539	 0	0	 0	 0
node_998950	OV968787.1	 0	0	 0	 0
node_1269548	node_1269549	 0	0	 0	 0
node_590512	node_612581	 0	0	 0	 0
node_618192	OQ063389.1	 0	0	 0	 0
node_1137282	ON244588.1	 0	0	 0	 0
node_735461	OX917506.1	 0	0	 0	 0
node_1470091	OV208261.1	 0	0	 0	 0
node_939288	node_939289	 0	0	 0	 0
node_1566008	node_1566020	 0	0	 0	 0
node_716385	OX802729.1	 0	0	 0	 0
node_829386	OY145313.1	 0	0	 0	 0
node_911955	OV711435.1	 0	0	 0	 0
node_561150	node_561151	 0	0	 0	 0
node_920395	OW078480.1	 0	0	 0	 0
node_456463	OQ164663.1	 0	0	 0	 0
node_271424	England/QEUH-2EA02F47/2022	 4	4	 4	 0
node_528900	OX103667.1	 0	0	 0	 0
node_882270	OW992086.1	 0	0	 0	 0
node_211117	OD980265.1	 0	0	 0	 0
node_992610	OV503697.1	 0	0	 0	 0
node_434158	OX034604.1	 0	0	 0	 0
node_620093	OR212716.1	 0	0	 0	 0
node_894535	OV663980.1	 0	0	 0	 0
node_593183	OX970146.1	 0	0	 0	 0
node_1086520	OL563082.1	 0	0	 0	 0
node_1411961	node_1411962	 0	0	 0	 0
node_992610	OY933254.1	 0	0	 0	 0
node_745343	OY121869.1	 0	0	 0	 0
node_1024041	node_1024044	 0	0	 0	 0
node_407386	OQ257954.1	 0	0	 0	 0
node_774634	OW419987.1	 0	0	 0	 0
node_1051675	OV657935.1	 0	0	 0	 0
node_1151920	OR040726.1	 0	0	 0	 0
node_1588250	OK552102.1	 0	0	 0	 0
node_110916	OU230890.1	 0	0	 0	 0
node_392770	OX819327.1	 0	0	 0	 0
node_621298	OP568024.1	 0	0	 0	 0
node_384990	OY765079.1	 0	0	 0	 0
node_946245	ON665163.1	 0	0	 0	 0
node_788543	node_792859	 0	0	 0	 0
node_351590	OQ916177.1	 0	0	 0	 0
node_847720	node_849015	 0	0	 0	 0
node_861276	ON618266.1	 0	0	 0	 0
node_1423058	OV081168.1	 0	0	 0	 0
node_1667056	MW781131.1	 0	0	 0	 0
node_1404889	OV247796.1	 0	0	 0	 0
node_1646473	OL812350.1	 0	0	 0	 0
node_1267893	OM192294.1	 0	0	 0	 0
node_1462694	ON274139.1	 0	0	 0	 0
node_581928	OP502600.1	 0	0	 0	 0
node_565692	OP240518.1	 0	0	 0	 0
node_487301	OQ298272.1	 0	0	 0	 0
node_1468232	OV580508.1	 0	0	 0	 0
node_622615	OX277072.1	 0	0	 0	 0
node_1118151	OL955369.1	 0	0	 0	 0
node_807285	OY709747.1	 0	0	 0	 0
node_1649968	MT585103.1	 0	0	 0	 0
node_509563	node_509564	 0	0	 0	 0
node_476884	OQ346985.1	 0	0	 0	 0
node_1069115	OK119996.1	 0	0	 0	 0
node_1286813	OK006440.1	 0	0	 0	 0
node_1043161	OV532443.1	 0	0	 0	 0
node_1227255	OK604138.1	 0	0	 0	 0
node_1124526	node_1124527	 0	0	 0	 0
node_1194080	OL305202.1	 0	0	 0	 0
node_1374148	OK409357.1	 0	0	 0	 0
node_1587140	OK458120.1	 0	0	 0	 0
node_1600384	OK505092.1	 0	0	 0	 0
node_634821	OP707674.1	 0	0	 0	 0
node_1345863	OM256280.1	 0	0	 0	 0
node_1048058	node_1048059	 0	0	 0	 0
node_211479	OU228155.1	 0	0	 0	 0
node_271205	OW280690.1	 0	0	 0	 0
node_767390	OY958213.1	 0	0	 0	 0
node_55334	node_55335	 0	0	 0	 0
node_501988	OY802363.1	 0	0	 0	 0
node_826239	node_826246	 0	0	 0	 0
node_595355	node_595362	 0	0	 0	 0
node_824430	OV892280.1	 0	0	 0	 0
node_205071	OU135789.1	 0	0	 0	 0
node_451586	OP282200.1	 0	0	 0	 0
node_728993	OX022680.1	 0	0	 0	 0
node_271956	node_273329	 0	0	 0	 0
node_1183769	node_1183770	 0	0	 0	 0
node_882497	OV815733.1	 0	0	 0	 0
node_638090	OQ768091.1	 0	0	 0	 0
node_1255190	node_1255191	 0	0	 0	 0
node_1548411	OV452450.1	 0	0	 0	 0
node_437971	OX507546.1	 0	0	 0	 0
node_444975	node_444976	 0	0	 0	 0
node_1000450	OV707024.1	 0	0	 0	 0
node_74604	MZ681337.1	 0	0	 0	 0
node_815404	OW858307.1	 0	0	 0	 0
node_1447875	OU479455.1	 0	0	 0	 0
node_70320	OR281220.1	 0	0	 0	 0
node_1552382	node_1552383	 0	0	 0	 0
node_90576	OY938832.1	 0	0	 0	 0
node_878537	node_878538	 0	0	 0	 0
node_803735	OX137924.1	 0	0	 0	 0
node_1644165	node_1644166	 0	0	 0	 0
node_954762	OW710723.1	 0	0	 0	 0
node_258694	OY105767.1	 0	0	 0	 0
node_176747	OM170821.1	 0	0	 0	 0
node_703990	PP126732.1	 0	0	 0	 0
node_1675025	MW047312.1	 0	0	 0	 0
node_1535887	OW560416.1	 0	0	 0	 0
node_1285021	node_1285034	 0	0	 0	 0
node_1063332	node_1063347	 0	0	 0	 0
node_343382	node_343389	 0	0	 0	 0
node_1053361	OV110581.1	 0	0	 0	 0
node_1143746	node_1143761	 0	0	 0	 0
node_1495298	OX525324.1	 0	0	 0	 0
node_1322097	OM201965.1	 0	0	 0	 0
node_1492398	OY391708.1	 0	0	 0	 0
node_689968	PP600332.1	 0	0	 0	 0
node_436079	OW248365.1	 0	0	 0	 0
node_1448236	OV257774.1	 0	0	 0	 0
node_929194	OM419820.2	 0	0	 0	 0
node_167814	OU251865.1	 0	0	 0	 0
node_421814	OY833440.1	 0	0	 0	 0
node_385408	OR983528.1	 0	0	 0	 0
node_1280131	OW498104.1	 0	0	 0	 0
node_242852	OY481408.1	 0	0	 0	 0
node_725681	OY085892.1	 0	0	 0	 0
node_682562	OR157599.1	 0	0	 0	 0
node_242168	OX774847.1	 0	0	 0	 0
node_841799	OX744215.1	 0	0	 0	 0
node_717557	OW001763.1	 0	0	 0	 0
node_218898	node_218899	 0	0	 0	 0
node_627480	node_627481	 0	0	 0	 0
node_1663351	OQ690528.1	 0	0	 0	 0
node_1643659	node_1643667	 0	0	 0	 0
node_1414324	OY604798.1	 0	0	 0	 0
node_1037395	OK023270.1	 0	0	 0	 0
node_479144	OQ421230.1	 0	0	 0	 0
node_501	OX466659.1	 0	0	 0	 0
node_299708	OX719062.1	 0	0	 0	 0
node_307049	OX461695.1	 0	0	 0	 0
node_1235712	node_1235713	 0	0	 0	 0
node_114176	OU235695.1	 0	0	 0	 0
node_955247	node_972519	 0	0	 0	 0
node_131987	OD904835.1	 0	0	 0	 0
node_152584	MZ100836.1	 0	0	 0	 0
node_104592	OU262957.1	 0	0	 0	 0
node_469288	OY210123.1	 0	0	 0	 0
node_717867	OW350910.1	 0	0	 0	 0
node_1634682	MW851806.1	 0	0	 0	 0
node_611690	OY096552.1	 0	0	 0	 0
node_1068837	OL568099.1	 0	0	 0	 0
node_1236008	OW549926.1	 0	0	 0	 0
node_1286362	OK159621.1	 0	0	 0	 0
node_88591	node_88611	 0	0	 0	 0
node_105592	OX584347.1	 0	0	 0	 0
node_505084	OX765335.1	 0	0	 0	 0
node_133263	OY884516.1	 0	0	 0	 0
node_1579444	OX823113.1	 0	0	 0	 0
node_1267495	OL890454.1	 0	0	 0	 0
node_1325518	OV027590.1	 0	0	 0	 0
node_1283339	OK454865.1	 0	0	 0	 0
node_850545	OW770188.1	 0	0	 0	 0
node_278108	node_278204	 0	0	 0	 0
node_872050	node_872051	 0	0	 0	 0
node_893008	OW406873.1	 0	0	 0	 0
node_123984	node_123985	 0	0	 0	 0
node_980726	ON002731.1	 0	0	 0	 0
node_598617	OQ858197.1	 0	0	 0	 0
node_1071795	OM129889.1	 0	0	 0	 0
node_1366188	OM190163.1	 0	0	 0	 0
node_19038	OC998647.1	 0	0	 0	 0
node_288360	OR865072.1	 0	0	 0	 0
node_34058	OD987048.1	 0	0	 0	 0
node_175575	MZ072949.1	 0	0	 0	 0
node_1396968	OU439478.1	 0	0	 0	 0
node_532688	OQ341971.1	 0	0	 0	 0
node_1511967	OY537035.1	 0	0	 0	 0
node_928771	OM699270.1	 0	0	 0	 0
node_1414078	OV096398.1	 0	0	 0	 0
node_1313666	OU545212.1	 0	0	 0	 0
node_1562644	OU783678.1	 0	0	 0	 0
node_1510506	OV168931.1	 0	0	 0	 0
node_649930	OY452908.1	 0	0	 0	 0
node_948687	node_948806	 0	0	 0	 0
node_1422727	OU889340.1	 0	0	 0	 0
node_709739	PP469812.1	 0	0	 0	 0
node_877905	OW011726.1	 0	0	 0	 0
node_893205	OW873527.1	 0	0	 0	 0
node_939215	OW712347.1	 0	0	 0	 0
node_605802	OX388730.1	 0	0	 0	 0
node_1534660	OY308458.1	 0	0	 0	 0
node_752692	ON800739.1	 0	0	 0	 0
node_529311	OP332987.1	 0	0	 0	 0
node_859583	OM847070.1	 0	0	 0	 0
node_1539796	OX580810.1	 0	0	 0	 0
node_988243	node_988354	 0	0	 0	 0
node_1048907	OV192592.1	 0	0	 0	 0
node_136258	node_136259	 0	0	 0	 0
node_984003	OW055717.1	 0	0	 0	 0
node_985809	ON518045.1	 0	0	 0	 0
node_1603603	node_1603619	 0	0	 0	 0
node_3827	OX469933.1	 0	0	 0	 0
node_1382060	OL858619.1	 0	0	 0	 0
node_1209703	node_1209760	 0	0	 0	 0
node_1460667	OU313196.1	 0	0	 0	 0
node_1342092	OK224364.1	 0	0	 0	 0
node_1269155	OL929031.1	 0	0	 0	 0
node_488211	OX372847.1	 0	0	 0	 0
node_1499984	OV693045.1	 0	0	 0	 0
node_740072	ON393827.1	 0	0	 0	 0
node_1528166	OY404338.1	 0	0	 0	 0
node_106987	OX563681.1	 0	0	 0	 0
node_143857	node_143863	 0	0	 0	 0
node_1065897	MZ786268.1	 0	0	 0	 0
node_786604	OW534056.1	 0	0	 0	 0
node_1503653	OV195120.1	 0	0	 0	 0
node_232331	OW687449.1	 0	0	 0	 0
node_457481	OP240077.1	 0	0	 0	 0
node_948759	ON143396.1	 0	0	 0	 0
node_1338993	OL786088.1	 0	0	 0	 0
node_1135378	ON155915.1	 0	0	 0	 0
