Parent	Child	PanMAN_Diff	MAFFT_Diff
node_1338	node_1339	80	80
node_1337	node_1338	282	0
node_1342	node_1344	0	0
node_1339	node_1341	1	1
node_1347	node_1348	6	6
node_1341	Germany/IMS-10150-CVDP-794AB3E4-99D9-4160-BF2B-5EF821722354/2022|OX918017.1|2022-06-10	397	397
node_1346	node_1347	454	0
node_1349	USA/CT-CDC-LC0612130/2022|ON536770.1|2022-05-03	336	336
node_1341	Germany/IMS-10150-CVDP-146FCB55-FB2C-4DC2-AB1B-FF819C32811E/2022|OX901155.1|2022-06-08	685	403
node_1340	Germany/IMS-10150-CVDP-8A6A8A77-5C79-43C0-99DD-D6ABDD5CCEBB/2022|OY239899.1|2022-06-16	403	403
node_1344	Scotland/QEUH-3DE6C51/2022|OW826449.1|2022-04-29	600	600
node_1343	USA/OH-CDC-QDX35824295/2022|ON336592.1|2022-04-11	464	464
node_1347	node_1349	0	0
node_1336	node_1355	0	0
node_1337	node_1346	0	0
node_1353	Germany/IMS-10122-CVDP-48344E4C-1BAB-495C-85E8-B07C2E280905/2022|OY253416.1|2022-04-28	616	616
node_1345	LAO/LOMWRU-1733/2022|OR415222.1|2022-04-20	287	287
node_1344	node_1345	459	5
node_1351	node_1352	77	77
node_1348	LAO/LOMWRU-0310/2022|OP159630.1|2022-03-29	369	369
node_1343	England/DHSC-CYGYWY4/2022|2022-05-14	1148	412
node_1350	USA/MD-CDC-LC0605227/2022|ON500384.1|2022-05-02	436	436
node_1346	node_1351	4	4
node_1345	LAO/LOMWRU-0322/2022|OP159642.1|2022-03-29	675	393
node_1350	Germany/IMS-10122-CVDP-A8691E5B-2BDC-4B12-BD08-2BBFFDE9A075/2022|OY106705.1|2022-04-12	409	409
node_1356	node_1357	0	0
node_1352	Germany/IMS-10641-CVDP-67B627F6-63EE-4380-9ECE-B462F106471B/2022|OX980607.1|2022-03-11	537	537
node_1353	node_1354	0	0
node_1348	LAO/LOMWRU-0325/2022|OP159645.1|2022-04-10	396	396
node_1349	node_1350	756	20
node_1357	node_1359	10	10
node_1359	node_1360	0	0
node_1362	USA/202118059/2022|OP968973.1|2022-05-26	605	605
node_1355	node_1356	0	0
node_1360	VNM/OUCRU-NHTD694/2022|ON764641.1|2022-03-05	393	393
node_1355	node_1365	0	0
node_1357	node_1358	41	41
node_1358	USA/NY-HQE-3525676/2022|ON642308.1|2022-04-29	938	484
node_1354	Germany/IMS-10641-CVDP-59A58F27-3FE1-42AE-9427-0C9264EEB1BC/2022|OX987937.1|2022-03-22	923	641
node_1361	node_1362	0	0
node_1361	node_1363	0	0
node_1351	node_1353	20	20
node_1358	Germany/IMS-10122-CVDP-51814955-8779-44E7-AE29-93ADF1231FD4/2022|OX949118.1|2022-06-05	724	442
node_1360	USA/MA-Broad-CRSP_SU4XZBIBQSU5V652/2022|ON320943.1|2022-04-02	1272	728
node_1359	England/DHSC-CYYT4DT/2022|OY649299.1|2022-02-16	1057	615
node_1352	Germany/IMS-10061-CVDP-AEB3804C-5451-4E7A-B470-3BFE8ED12820/2022|OW654803.1|2022-04-03	609	155
node_1363	node_1364	455	2
node_1365	node_1366	4	4
node_1354	Germany/IMS-10116-CVDP-1EE49DA7-D1AF-41D6-A14F-39B6A8096776/2022|OX972993.1|2022-04-26	855	401
node_1362	USA/CA-CDC-QDX37211784/2022|ON697788.1|2022-05-20	855	402
node_1369	USA/CT-CDC-LC0730040/2022|ON918440.1|2022-06-24	1241	47
node_1368	USA/WV131865/2022|OQ393672.1|2022-05-15	24	24
node_1366	node_1367	215	215
node_1356	node_1361	283	1
node_1363	England/ALDP-3B196E0/2022|OW290067.1|2022-03-16	522	522
node_1364	USA/NC-CDC-LC0605666/2022|ON500367.1|2022-05-02	418	418
node_1364	USA/FL-CDC-STM-HJZQJ5AYF/2022|ON781817.1|2022-06-06	785	503
node_1366	node_1368	386	386
node_1368	node_1369	25	25
node_1367	England/PHEC-YYFCO7A/2022|OX873536.1|2022-05-19	393	368
node_1367	USA/UT-UPHL-220730269865/2022|OP232319.2|2022-06-17	605	323
node_1369	USA/WA-CDC-LC0640993/2022|ON608550.1|2022-05-13	254	254
node_1371	BHR/22350054806/2022|OP169723.1|2022-08-02	417	417
node_1365	node_1370	505	223
node_1370	node_1371	221	221
node_1372	USA/WA-CDC-UW22050111494/2022|ON689236.1|2022-05-01	295	295
node_1371	USA/WA-CDC-UW22051729643/2022|ON691661.1|2022-05-17	1059	323
node_1370	node_1372	242	242
node_1372	node_1373	100	100
node_1373	USA/FL-BPHL-7897/2022|ON673806.1|2022-05-04	416	416
node_1374	node_1375	0	0
node_1373	USA/UT-UPHL-220530294418/2022|ON650290.2|2022-05-20	1546	522
node_1335	node_1374	0	0
node_1377	node_1378	38	38
node_1376	node_1377	64	0
node_1378	England/PHEC-YYDX7HJ/2022|OX975126.1|2022-03-13	783	723
node_1378	VNM/HCMC_33143/2022|OP317427.1|2022-03-17	485	485
node_1375	node_1376	0	0
node_1379	USA/CA-CDPH-500070454/2022|OP495117.1|2022-07-18	240	240
node_1380	node_1381	0	0
node_1377	node_1379	1370	634
node_1381	England/PHEC-YYRKCWU/2022|OX781295.1|2022-03-23	1290	555
node_1379	USA/UT-UPHL-221110463195/2022|OP856005.2|2022-09-09	317	317
node_1382	node_1383	919	183
node_1376	node_1380	77	77
node_1375	node_1384	41	41
node_1381	Scotland/QEUH-3ABB3BD/2022|OW286715.1|2022-03-14	448	448
node_1382	England/LSPA-3B9B9CF/2022|OW350035.1|2022-03-18	446	446
node_1383	England/QEUH-3873104/2022|OW135231.1|2022-02-24	262	262
node_1380	node_1382	0	0
node_1384	node_1385	31	31
node_1387	Germany/IMS-10370-CVDP-69DCCB10-6E81-4254-859B-61CC56A9DC39/2022|OY128046.1|2022-05-11	390	390
node_1388	USA/CA-CDC-ASC210737694/2022|ON144287.1|2022-03-21	1195	508
node_1388	USA/CO-CDC-MMB15088299/2022|ON390438.1|2022-04-22	461	461
node_1385	node_1386	0	0
node_1390	USA/UT-UPHL-220611038190/2022|ON787029.1|2022-05-27	893	439
node_1386	USA/OH-CDC-QDX37665143/2022|ON829201.1|2022-06-03	461	461
node_1384	node_1389	0	0
node_1385	node_1387	0	0
node_1383	USA/TN-CDC-LC0741469/2022|ON948616.1|2022-06-22	384	384
node_1387	node_1388	82	82
node_1395	node_1396	5	5
node_1393	node_1394	0	0
node_1392	England/LSPA-3CB4E84/2022|OW427927.1|2022-03-28	562	562
node_1386	Denmark/DCGC-536275/2022|OX227931.1|2022-06-15	897	615
node_1389	node_1390	282	0
node_1395	node_1397	0	0
node_1392	Scotland/QEUH-39457AE/2022|OW182047.1|2022-03-05	843	561
node_1390	USA/MD-CDC-MMB14861093/2022|ON345868.1|2022-03-28	453	453
node_1389	node_1391	1	1
node_1391	node_1392	1	1
node_1374	node_1393	5	5
node_1397	node_1398	9	9
node_1397	USA/AZ-CDC-STM-KNU2RZ9TU/2022|ON635118.1|2022-05-16	790	508
node_1394	node_1399	8	8
node_1402	USA/MD-CDC-LC0575591/2022|ON296960.1|2022-04-09	342	342
node_1394	node_1395	0	0
node_1401	node_1402	454	0
node_1400	USA/DC-CDC-LC0615566/2022|ON539288.1|2022-05-05	591	309
node_1396	England/LSPA-3D78717/2022|OW661603.1|2022-04-14	1261	526
node_1391	USA/NC-CDC-STM-X546ENRN4/2022|ON611215.1|2022-05-11	563	563
node_1396	USA/FL-BPHL-7822/2022|ON673731.1|2022-05-01	436	436
node_1401	USA/NV-CDC-QDX35974994/2022|ON458416.1|2022-04-15	402	402
node_1393	node_1403	0	0
node_1399	node_1400	1	1
node_1406	node_1407	0	0
node_1402	USA/IL-CDC-LC0652420/2022|ON701678.1|2022-05-12	341	341
node_1404	node_1405	1	1
node_1406	USA/OH-CDC-LC0580722/2022|ON349544.1|2022-04-12	1142	406
node_1407	USA/NV-CDC-QDX36219360/2022|ON489584.1|2022-04-21	403	403
node_1411	USA/FL-CDC-STM-AB57EA2KC/2022|ON143715.1|2022-03-20	601	319
node_1398	USA/OR-CDC-LC0606404/2022|ON498395.1|2022-04-28	373	373
node_1400	USA/NM-UNM-TRL_0522_158/2022|OQ070662.1|2022-05-09	486	486
node_1408	node_1409	0	0
node_1409	USA/NV-CDC-QDX35974995/2022|ON383091.1|2022-04-15	1130	394
node_1403	node_1404	282	0
node_1405	USA/CA-LACPHL-AF10953/2022|ON858226.1|2022-05-05	409	409
node_1405	USA/PA-CDC-STM-3VR32N6PY/2022|ON519921.1|2022-05-02	524	524
node_1408	node_1410	152	152
node_1256	node_1412	186	5
node_1412	node_1413	142	142
node_1399	node_1401	0	0
node_1404	node_1406	9	9
node_1407	USA/DC-CDC-LC0648532/2022|ON699735.1|2022-05-16	406	406
node_1398	USA/CA-CDC-LC0580739/2022|ON348370.1|2022-04-07	372	372
node_1409	USA/CO-CDPHE-2103594623/2022|OP527685.1|2022-04-15	420	420
node_1410	USA/CO-CDPHE-2103115707/2022|ON429741.1|2022-04-04	692	471
node_1414	node_1415	4	6
node_1413	node_1414	9	10
node_1415	node_1416	4	4
node_1411	USA/TX-CDC-QDX37299814/2022|ON744027.1|2022-05-21	595	293
node_1410	node_1411	56	55
node_1416	node_1420	0	0
node_1419	England/DHSC-CYY7RJD/2022|OY654896.1|2022-02-21	1020	568
node_1417	node_1419	1	1
node_1417	node_1418	21	21
node_1416	node_1417	5	5
node_1418	USA/CA-CDPH-7000014662/2022|OP494860.1|2022-06-21	1038	584
node_1420	node_1421	0	0
node_1403	node_1408	0	0
node_1419	USA/OR-CDC-LC0724446/2022|ON896638.1|2022-06-17	469	469
node_1418	USA/FL-CDC-STM-SVH55PCTK/2022|ON566681.1|2022-05-10	640	640
node_1421	USA/TX-CDC-STM-CMDQETJG4/2022|ON899202.1|2022-06-18	660	660
node_1423	USA/SC-CDC-LC0680570/2022|ON771441.1|2022-06-01	406	406
node_1420	node_1422	0	0
node_1421	USA/MI-CDC-QDX37056455/2022|ON678966.1|2022-05-16	539	539
node_1422	USA/FL-CDC-STM-DAC2JRRB6/2022|ON520249.1|2022-05-03	657	657
node_1424	node_1425	0	0
node_1415	node_1424	141	141
node_1425	node_1426	0	0
node_1423	USA/OH-CDC-LC0814136/2022|OP217821.1|2022-07-28	345	345
node_1426	USA/PA-BOL-M22123167/2022|OP362425.1|2022-08-29	931	667
node_1422	node_1423	154	154
node_1426	USA/SC-CDC-QDX36963843/2022|ON690676.1|2022-05-13	393	393
node_1425	node_1427	283	1
node_1427	node_1428	0	0
node_1430	USA/DE-CDC-LC0714905/2022|ON884517.1|2022-06-14	314	314
node_1428	USA/TX-CDC-QDX36806813/2022|ON634203.1|2022-05-09	394	394
node_1429	node_1430	8	8
node_1428	USA/DC-CDC-LC0719951/2022|ON896067.1|2022-06-16	380	380
node_1429	node_1431	0	0
node_1427	USA/CA-CDC-STM-CVCXPYKBA/2022|ON835812.1|2022-06-07	522	522
node_1424	node_1429	0	0
node_1432	USA/FL-CDC-LC0718018/2022|ON895005.1|2022-06-14	109	109
node_1431	USA/GA-CDC-STM-ZW7KUPWPC/2022|ON741201.1|2022-05-31	803	521
node_1430	USA/NJ-CDC-LC0742806/2022|ON967373.1|2022-06-24	311	311
node_1431	node_1432	244	244
node_1414	node_1433	25	26
node_1436	USA/WA-UW-22060948296/2022|ON969038.1|2022-06-09	471	471
node_1432	USA/FL-BPHL-9069/2022|ON777054.1|2022-05-22	579	368
node_1434	node_1435	15	20
node_1433	node_1434	4	4
node_1435	node_1437	292	292
node_1436	USA/NY-CDC-QDX35868679/2022|ON336825.1|2022-04-11	891	443
node_1434	node_1439	26	27
node_1437	node_1438	23	20
node_1439	node_1440	146	146
node_1440	Denmark/DCGC-549627/2022|OX275664.1|2022-07-15	675	557
node_1435	node_1436	143	143
node_1438	USA/KY-CDC-LC0621489/2022|ON544377.1|2022-05-04	526	408
node_1437	USA/VA-CDC-QDX36605197/2022|ON549600.1|2022-05-03	289	292
node_1438	USA/WI-UW-11376/2022|OP516242.1|2022-05-19	259	259
node_1439	node_1441	152	152
node_1440	USA/WA-CDC-LC0803915/2022|OP166725.1|2022-07-22	826	372
node_1446	USA/IN-GD-051222-158/2022|ON540672.1|2022-04-19	560	560
node_1441	node_1442	0	0
node_1449	USA/MI-CDC-LC0726631/2022|ON913346.1|2022-06-15	625	343
node_1441	USA/NV-CDC-LC0725720/2022|ON913683.1|2022-06-17	379	379
node_1448	node_1450	2	2
node_1450	node_1451	0	0
node_1442	USA/OH-CDC-QDX39414465/2022|OP227602.1|2022-07-25	696	696
node_1433	node_1443	0	0
node_1442	USA/NJ-CDC-LC0754837/2022|ON975873.1|2022-06-27	344	344
node_1451	USA/NY-CDC-LC0802743/2022|OP167585.1|2022-07-25	312	312
node_1444	node_1445	1	1
node_1445	England/PLYM-3EE3DBA/2022|OX245676.1|2022-07-10	520	520
node_1446	node_1447	0	0
node_1443	node_1448	153	153
node_1455	node_1456	290	8
node_1443	node_1444	170	171
node_1445	USA/NJ-CDC-LC0643627/2022|ON625028.1|2022-05-12	866	412
node_1447	USA/FL-CDC-STM-W9V85XAHM/2022|ON546327.1|2022-05-06	509	509
node_1449	USA/MN-CDC-STM-DGCX67RT9/2022|ON957167.1|2022-06-22	1015	561
node_1447	USA/NM-CDC-QDX37661764/2022|ON828641.1|2022-06-02	684	402
node_1454	node_1458	136	136
node_1444	node_1446	9	9
node_1448	node_1449	0	0
node_1450	USA/AL-CDC-STM-B264MACDT/2022|ON765762.1|2022-06-03	985	531
node_1413	node_1452	1	1
node_1461	England/LSPA-3ED6716/2022|OX257124.1|2022-07-08	588	76
node_1457	USA/NJ-CDC-QDX36157247/2022|ON452408.1|2022-04-20	396	396
node_1464	Denmark/DCGC-549310/2022|OX283631.1|2022-07-12	614	614
node_1455	node_1457	0	0
node_1451	USA/FL-CDC-STM-EQCE54F6D/2022|ON781277.1|2022-06-06	546	546
node_1452	node_1453	142	142
node_1453	node_1454	0	0
node_1454	node_1455	458	4
node_1460	England/LSPA-3DAB04D/2022|OW638790.1|2022-04-21	59	59
node_1462	node_1463	0	0
node_1457	USA/CA-CDC-QDX38007293/2022|ON906610.1|2022-06-12	853	399
node_1459	USA/UT-UPHL-220611562535/2022|ON787361.1|2022-05-24	556	302
node_1465	node_1466	0	0
node_1467	node_1468	23	23
node_1459	Germany/IMS-10061-CVDP-72674260-7ED3-4D4E-9EC6-4C498F70BABC/2022|OY064147.1|2022-05-20	302	302
node_1464	Germany/IMS-10150-CVDP-E1732A15-2105-4A37-A2D3-F1979ADF33DC/2022|OY144513.1|2022-06-29	474	474
node_1458	node_1460	335	335
node_1465	Germany/IMS-10150-CVDP-3081A170-9B63-491B-B22F-8E3B9DF47582/2022|OY139204.1|2022-06-29	769	487
node_1466	Germany/IMS-10122-CVDP-96AC3925-EF17-4B1D-9D7F-EA1852CEECCF/2022|OY020170.1|2022-06-01	410	410
node_1456	USA/WA-CDC-LC0786495/2022|OP109559.1|2022-07-14	410	410
node_1460	node_1461	15	15
node_1456	Germany/IMS-10334-CVDP-AF14F78C-35DE-4C83-B23C-F9A960A90667/2022|OY240828.1|2022-05-13	640	640
node_1463	node_1465	1	1
node_1461	USA/WA-CDC-LC0608497/2022|ON499981.1|2022-05-01	89	89
node_1458	node_1459	282	0
node_1453	node_1462	68	68
node_1462	node_1467	454	0
node_1468	Germany/IMS-10116-CVDP-312EC6CE-7010-43C7-AB5D-1BDBA34D8881/2022|OY200818.1|2022-05-17	679	397
node_1466	Germany/IMS-10082-CVDP-45A84BB7-9B3F-4342-9057-4312743CFF81/2022|OY265780.1|2022-05-23	854	624
node_1467	node_1469	152	152
node_1468	Denmark/DCGC-518972/2022|OX204308.1|2022-05-18	643	643
node_1463	node_1464	0	0
node_1469	Germany/IMS-10013-CVDP-1B5FBECE-ECB9-4E3B-B4FB-7CF4FCCC99C8/2022|OY097687.1|2022-05-15	878	423
node_1469	node_1470	127	127
node_1470	Germany/IMS-10013-CVDP-1591146D-D5C3-49DE-94F2-AA217AC4E6DE/2022|OY213295.1|2022-05-02	395	395
node_1452	node_1471	167	167
node_1470	Germany/IMS-10082-CVDP-06184BE8-209D-41FA-AD67-CBF9131FD770/2022|OY212577.1|2022-05-17	415	415
node_1474	Germany/IMS-10122-CVDP-9C6592FD-0826-4E7D-B481-F515B7909931/2022|OY231418.1|2022-05-08	392	392
node_1471	node_1472	52	52
node_1473	node_1475	703	421
node_1473	node_1474	167	167
node_1472	node_1473	0	0
node_1475	node_1476	36	43
node_1474	Germany/IMS-10338-CVDP-B73FEEAD-0CDC-4C78-BD1C-DF03C1FED934/2022|OY081508.1|2022-05-28	415	415
node_1475	Germany/IMS-10013-CVDP-1039BEFF-16E0-41B1-B7AD-83474D41D3E2/2022|OY195926.1|2022-02-16	23	23
node_1476	England/QEUH-3EE4E2F/2022|OX245810.1|2022-07-06	83	83
node_1476	Germany/IMS-10013-CVDP-08CA0273-757B-40BB-A838-908C89158C4A/2022|OY085641.1|2022-07-19	1187	71
node_1477	node_1478	292	9
node_1472	node_1477	891	440
node_1479	Germany/IMS-10013-CVDP-DB3BC2F2-E9C7-4DC2-A146-946C7CCE261D/2022|OY276040.1|2022-05-05	4	4
node_1478	Germany/IMS-10013-CVDP-11030314-67D8-48B0-ACB9-851BD75C46C8/2022|OY082570.1|2022-07-09	33	29
node_1479	node_1480	896	154
node_1478	Germany/IMS-10013-CVDP-947E35BB-95E1-425C-A709-414B8B945129/2022|OY209433.1|2022-04-14	26	26
node_1471	node_1481	6	6
node_1481	node_1482	242	242
node_1482	node_1483	16	16
node_1480	USA/CA-CDC-LC0751103/2022|ON977969.1|2022-06-29	67	67
node_1480	USA/NY-CDC-LC0589838/2022|ON415173.1|2022-04-24	3	3
node_1483	USA/CO-CDPHE-2103289289/2022|ON835407.1|2022-05-28	469	187
node_1477	node_1479	12	12
node_1484	USA/AZ-CDC-STM-F5RQ7WFVW/2022|ON348215.1|2022-04-11	201	201
node_1482	node_1484	51	51
node_1484	node_1485	318	318
node_1485	Scotland/QEUH-3DA5016/2022|OW690108.1|2022-04-21	725	443
node_1483	USA/TX-CDC-QDX35776834/2022|ON334942.1|2022-04-06	171	171
node_1481	node_1486	0	0
node_1486	node_1487	282	0
node_1412	node_1490	76	76
node_1485	England/LSPA-3E4035F/2022|OX061860.1|2022-05-16	444	444
node_1491	node_1492	0	0
node_1488	USA/NC-CDC-LC0636029/2022|ON608733.1|2022-05-13	372	372
node_1487	USA/CA-CDPH-500065944/2022|OQ333219.1|2022-06-28	443	443
node_1486	node_1488	45	45
node_1487	England/NORT-YNNTMEH/2022|OX074471.1|2022-03-17	519	519
node_1488	node_1489	0	0
node_1489	USA/CA-CDC-QDX37390201/2022|ON744950.1|2022-05-24	1158	422
node_1490	node_1491	0	0
node_1489	Germany/IMS-10146-CVDP-C331A008-8A49-4F53-AF45-124512194E5F/2022|OY188816.1|2022-05-12	483	483
node_1495	Denmark/DCGC-335329/2022|OW955910.2|2022-01-22	729	447
node_1492	node_1493	0	0
node_1502	node_1503	1	1
node_1494	node_1495	71	71
node_1493	node_1494	26	26
node_1497	node_1499	0	0
node_1498	USA/NJ-CDC-ASC210735344/2022|ON080219.1|2022-03-14	717	436
node_1502	node_1504	127	127
node_1495	Denmark/DCGC-317152/2022|OW789595.1|2022-01-12	475	475
node_1500	Denmark/DCGC-466748/2022|OX141842.1|2022-04-01	445	445
node_1497	node_1498	6	6
node_1494	node_1496	0	0
node_1493	node_1497	343	61
node_1499	node_1500	87	87
node_1500	Denmark/DCGC-481382/2022|OX166964.1|2022-04-09	729	447
node_1501	node_1502	0	0
node_1504	node_1505	316	316
node_1496	Scotland/QEUH-3DC30F4/2022|OW821909.1|2022-04-25	482	482
node_1499	USA/TX-CDC-QDX38472335/2022|OP007789.1|2022-06-25	421	421
node_1503	Germany/IMS-10013-CVDP-477FE98E-8D85-4339-8DD4-CAE144399859/2022|OY191656.1|2022-04-26	785	503
node_1491	node_1510	0	0
node_1492	node_1501	10	10
node_1501	node_1506	1	1
node_1505	England/MILK-3916A43/2022|OW167012.1|2022-03-03	319	37
node_1496	Denmark/DCGC-362584/2022|OX097089.1|2022-02-05	445	445
node_1503	Denmark/DCGC-427598/2022|OX057627.1|2022-03-10	936	482
node_1507	USA/NJ-CDC-QDX34289559/2022|OM999270.1|2022-02-27	926	473
node_1506	node_1508	3	3
node_1509	USA/NY-CDC-LC0553911/2022|OM958534.1|2022-02-24	472	472
node_1510	node_1511	282	0
node_1498	Germany/IMS-10202-CVDP-3862E9C3-3624-4ECC-B329-65B323F8D72E/2022|OY066173.1|2022-05-28	647	647
node_1505	England/PHEC-YYR3TD1/2022|OX800150.1|2022-04-13	3	3
node_1507	England/PHEC-YYRSTPR/2022|OX777124.1|2022-04-10	471	471
node_1508	Switzerland/GE-HUG-38331142/2022|OX122806.1|2022-06-12	469	469
node_1508	node_1509	15	30
node_1504	England/PHEC-YYRO1E3/2022|OX915222.1|2022-04-06	320	320
node_1512	node_1513	0	0
node_1511	node_1516	13	13
node_1514	USA/MA-Broad-CRSP_F5QH34UEWP7ENGZE/2022|ON199690.1|2022-03-30	918	464
node_1506	node_1507	1	1
node_1514	node_1515	19	19
node_1515	USA/NJ-CDC-LC0685201/2022|ON772553.1|2022-06-03	408	408
node_1509	England/NORT-YNNWTFS/2022|OW524455.1|2022-03-22	463	463
node_1512	node_1514	0	0
node_1513	USA/MA-Broad-CRSP_WIU43WJYZVVBIJ6T/2022|ON199936.1|2022-03-30	465	465
node_1515	Denmark/DCGC-380459/2022|OX014012.2|2022-02-13	675	557
node_1516	node_1518	0	0
node_1511	node_1512	68	68
node_1513	USA/CA-CDC-LC0736609/2022|ON941131.1|2022-06-22	711	429
node_1519	England/ALDP-3AFBD3B/2022|OW275852.1|2022-03-14	444	444
node_1519	England/BRBR-31B6D5F2/2022|2022-03-21	452	452
node_1516	node_1517	439	439
node_1517	England/LSPA-3E26B1B/2022|OX027020.1|2022-05-20	6	10
node_1518	England/QEUH-3CFF3E8/2022|OW977008.1|2022-03-29	445	445
node_1517	USA/NJ-CDC-QDX35135876/2022|ON177770.1|2022-03-22	417	132
node_1518	node_1519	282	0
node_1521	node_1522	9	9
node_1510	node_1520	1	1
node_1522	Scotland/LSPA-3E3D461/2022|OX060928.1|2022-05-30	443	443
node_1520	node_1521	7	7
node_1522	Scotland/QEUH-3D199A9/2022|OW568753.1|2022-04-04	740	458
node_1520	node_1525	0	0
node_1521	node_1523	487	487
node_1523	USA/AL-CDC-STM-WSJYXUZM7/2022|ON852572.1|2022-06-11	380	100
node_1523	node_1524	18	18
node_1524	USA/CA-CDC-LC0696158/2022|ON802756.1|2022-06-06	811	70
node_1524	USA/UT-UPHL-220611770040/2022|ON800589.1|2022-05-28	0	0
node_1525	node_1526	67	67
node_1526	USA/FL-CDC-STM-KT8T693QX/2022|ON852312.1|2022-06-07	518	518
node_1526	USA/FL-BPHL-4860/2022|ON221134.1|2022-03-09	449	449
node_1525	node_1527	26	26
node_1527	Denmark/DCGC-314394/2022|OW743908.1|2022-01-10	445	445
node_1528	Denmark/DCGC-405232/2022|OX008047.1|2022-03-01	727	445
node_1527	node_1528	1	1
node_1528	Denmark/DCGC-316062/2022|OW782603.1|2022-01-12	444	444
node_1490	node_1529	1	1
node_1532	node_1533	61	66
node_1529	node_1530	474	192
node_1534	FRA/IHUCOVID-094918/2022|OQ900076.1|2022-06	75	75
node_1531	node_1532	394	394
node_1533	England/PHEC-YYFCBJO/2022|OX710391.1|2022-05-10	1031	164
node_1533	Scotland/QEUH-3D8CA80/2022|OW688907.1|2022-04-19	145	145
node_1530	node_1531	56	56
node_1536	USA/CT-Broad-CRSP_PSGCYG3HZA37TPAV/2022|ON199177.1|2022-03-28	475	475
node_1531	node_1535	60	65
node_1538	USA/NY-CDC-QDX34992768/2022|ON118061.1|2022-03-16	599	345
node_1532	node_1534	68	77
node_1535	node_1537	384	384
node_1537	FRA/IHUCOVID-078128/2022|OQ908496.1|2022-04	717	717
node_1534	USA/CT-Broad-CRSP_JBPPGP3VJ2T2ZOYF/2022|ON066713.1|2022-03-15	602	139
node_1535	node_1536	1	1
node_1538	USA/FL-CDC-STM-QGECEJ2RW/2022|ON781818.1|2022-06-06	331	331
node_1540	node_1541	0	0
node_1536	USA/GA-CDC-QDX37009149/2022|ON925546.1|2022-05-13	394	394
node_1530	node_1539	1	1
node_1541	Germany/IMS-10209-CVDP-AB4F246A-70F0-49AC-864C-10487916B598/2022|OW683081.1|2022-03-03	576	576
node_1537	node_1538	333	333
node_1539	node_1540	0	0
node_1539	node_1544	0	0
node_1541	England/LSPA-3D064DB/2022|OW532992.1|2022-03-31	638	638
node_1543	Denmark/DCGC-445849/2022|OX103801.1|2022-03-21	445	445
node_1542	USA/MA-Broad-CRSP_WS6OKMKQYLXT242H/2022|ON066451.1|2022-03-14	483	483
node_1551	Denmark/DCGC-447503/2022|OX118077.1|2022-03-20	356	356
node_1545	Switzerland/TI-ETHZ-675205/2022|OX101249.2|2022-06-02	635	635
node_1543	Denmark/DCGC-507079/2022|OX195949.1|2022-04-29	454	454
node_1548	node_1549	0	0
node_1540	node_1542	210	210
node_1557	Scotland/QEUH-3D8D65E/2022|OW690263.1|2022-04-19	532	532
node_1542	node_1543	8	8
node_1544	node_1545	293	11
node_1550	node_1551	127	127
node_1546	Denmark/DCGC-449397/2022|OX107623.1|2022-03-21	506	506
node_1549	node_1554	84	84
node_1547	Denmark/DCGC-533122/2022|OX218806.1|2022-06-14	461	461
node_1544	node_1546	202	202
node_1547	Denmark/DCGC-530672/2022|OX218390.1|2022-06-13	862	460
node_1545	USA/CA-CDPH-500066337/2022|OP540614.1|2022-06-30	584	584
node_1555	Scotland/LSPA-3E4C915/2022|OX102120.1|2022-06-08	895	613
node_1553	USA/OH-CDC-QDX37979575/2022|ON913920.1|2022-06-11	489	489
node_1561	USA/FL-CDC-LC0743434/2022|ON967472.1|2022-06-24	419	419
node_1529	node_1548	1	1
node_1546	node_1547	9	9
node_1552	node_1553	1	1
node_1549	node_1550	1	1
node_1550	node_1552	0	0
node_1551	Denmark/DCGC-534552/2022|OX217263.1|2022-06-16	320	320
node_1552	England/QEUH-3D0F40F/2022|OW974093.1|2022-04-02	736	454
node_1557	USA/AL-CDC-STM-G99NX2YHJ/2022|ON742043.1|2022-05-31	727	445
node_1560	USA/CA-CDC-LC0723907/2022|ON897527.1|2022-06-20	840	386
node_1554	node_1555	79	79
node_1566	England/PHEC-YYR1EUE/2022|OX932931.1|2022-04-05	458	465
node_1563	node_1565	283	1
node_1553	Denmark/DCGC-446666/2022|OX118789.1|2022-03-20	479	479
node_1555	Germany/IMS-10267-CVDP-EF107CF1-33E9-434C-BE9C-C8A1A162FDAD/2022|OY129728.1|2022-04-24	624	624
node_1556	node_1557	85	85
node_1548	node_1558	0	0
node_1558	node_1559	76	76
node_1556	USA/WV-CDC-LC0730841/2022|ON917134.1|2022-06-20	372	372
node_1568	node_1569	0	0
node_1554	node_1556	7	7
node_1559	node_1560	0	0
node_1560	Scotland/WSI-3314A2DA/2022|OY950275.1|2022-04-07	522	522
node_1559	node_1561	0	0
node_1562	USA/MA-CDC-ASC210722164/2022|ON250825.1|2022-04-01	393	393
node_1558	node_1563	0	0
node_1564	Wales/PHWC-PJ4NU9/2022|OY401092.1|2022-04-14	553	553
node_1567	node_1568	158	100
node_1565	node_1566	10	10
node_1255	node_1567	16	16
node_1563	node_1564	0	0
node_1564	USA/NJ-CDC-LC0553950/2022|OM958783.1|2022-02-24	919	477
node_1561	node_1562	6	6
node_1569	node_1570	1	1
node_1562	USA/MA-Broad-CRSP_4SUBWJ4W4FUYCJHC/2022|ON200831.1|2022-03-31	755	473
