Parent	Child	PanMAN_Diff	MAFFT_Diff
node_933	node_937	39	41
node_926	node_930	14	14
node_934	node_935	10	10
node_936	MW160836.1	69	72
node_931	MZ515787.1	228	191
node_928	LC474550.1	194	191
node_932	MZ516094.1	56	23
node_934	node_936	37	48
node_930	node_931	119	1
node_936	OM256493.1	940	61
node_938	OM256497.1	2	2
node_932	MZ515598.1	14	14
node_939	OM256494.1	961	41
node_931	MZ515743.1	16	16
node_938	OM256495.1	1441	39
node_937	node_939	0	0
node_943	node_944	40	44
node_944	node_945	99	99
node_943	node_946	60	75
node_939	OM256496.1	1	1
node_878	node_940	919	44
node_940	node_941	6	6
node_941	node_942	5	5
node_945	MZ151856.1	6	6
node_945	MZ151850.1	8	8
node_942	node_949	13	14
node_942	node_943	27	27
node_948	MZ515775.1	13	13
node_947	MZ515807.1	38	38
node_946	node_948	878	0
node_949	node_950	29	29
node_951	MZ516062.1	940	22
node_944	MZ515769.1	966	109
node_947	MZ515979.1	75	50
node_948	MZ515846.1	57	13
node_951	MZ515605.1	35	35
node_950	node_952	1	1
node_950	node_951	0	0
node_946	node_947	0	0
node_949	node_953	928	52
node_952	MZ515599.1	44	28
node_952	OM857372.1	97	95
node_954	OM857371.1	926	51
node_953	node_954	2	2
node_954	MW160823.1	19	19
node_953	node_955	260	260
node_956	node_957	0	0
node_957	node_958	0	0
node_958	node_959	37	37
node_959	MZ516061.1	4	4
node_955	MH760669.1	9	9
node_961	node_962	2	2
node_960	MZ515856.1	163	145
node_958	node_960	24	24
node_955	MH760708.1	462	14
node_969	MZ515712.1	15	15
node_941	node_956	41	42
node_957	node_961	879	1
node_962	MZ516114.1	26	26
node_965	node_966	2	2
node_962	MW020595.1	949	73
node_963	MZ515799.1	448	0
node_960	MZ515748.1	4	4
node_959	MZ515584.1	2	2
node_961	node_963	23	23
node_956	node_964	2	2
node_964	node_968	31	31
node_966	MT373704.1	1024	147
node_966	MZ516083.1	21	21
node_940	node_971	38	42
node_969	MZ515895.1	8	8
node_965	node_967	2	2
node_964	node_965	4	4
node_975	MZ515677.1	0	0
node_970	MZ515919.1	2075	1042
node_967	MZ515765.1	1500	763
node_982	MZ516121.1	889	478
node_968	node_970	878	0
node_967	MZ515823.1	36	36
node_978	MZ515562.1	953	66
node_976	MZ515978.1	5	5
node_977	node_978	0	0
node_968	node_969	0	0
node_970	MZ515786.1	4	4
node_973	node_977	37	41
node_963	MZ515990.1	7	7
node_979	MW160815.1	922	49
node_974	node_976	16	16
node_981	node_983	0	0
node_972	node_980	492	8
node_974	node_975	26	26
node_981	node_982	2	2
node_971	node_972	122	74
node_985	MZ515844.1	0	0
node_978	MZ515594.1	26	24
node_982	MZ516123.1	51	37
node_972	node_973	3	3
node_973	node_974	0	0
node_980	node_981	448	0
node_971	node_987	54	35
node_979	MN108244.1	56	57
node_977	node_979	19	19
node_983	MZ515707.1	20	20
node_983	MZ516056.1	939	21
node_976	MZ515653.1	0	0
node_984	node_985	0	0
node_988	node_992	90	90
node_980	node_984	426	19
node_986	MZ515691.1	0	0
node_985	MZ515557.1	915	9
node_987	node_988	5	8
node_975	MZ515953.1	0	0
node_990	MZ516021.1	9	8
node_989	node_991	22	22
node_992	node_994	34	41
node_990	MZ515671.1	883	6
node_986	MZ516101.1	1404	0
node_988	node_989	29	17
node_994	OM141142.1	17	17
node_991	MZ515977.1	27	33
node_991	MZ515697.1	10844	3888
node_984	node_986	0	0
node_992	node_993	8	8
node_987	node_995	5	5
node_989	node_990	50	57
node_993	OM256498.1	0	0
node_993	OM256499.1	920	2
node_996	node_997	416	8
node_994	MZ515759.1	1082	198
node_997	MZ515937.1	963	29
node_995	node_996	47	41
node_998	MZ515586.1	53	53
node_997	MZ515779.1	485	15
node_1000	OM141140.1	936	2
node_999	node_1001	118	128
node_996	node_998	0	0
node_1000	OM141139.1	627	157
node_999	node_1000	484	77
node_1001	MZ515665.1	0	0
node_998	MZ515988.1	127	110
node_995	node_999	31	39
node_1001	MZ516034.1	0	0
node_1006	node_1007	848	51
node_1003	node_1004	2112	624
node_1002	node_1003	1947	937
node_2	node_1002	797	806
node_1004	node_1005	312	210
node_1011	MZ515730.1	0	0
node_1005	node_1006	206	138
node_1009	node_1010	29	29
node_1012	node_1014	102	100
node_1012	node_1013	199	199
node_1008	node_1009	29	29
node_1015	node_1016	34	38
node_1026	MZ515716.1	5	5
node_1010	node_1011	0	0
node_1017	MZ515625.1	34	34
node_1010	MZ515886.1	0	0
node_1014	MZ516089.1	1106	20
node_1008	node_1015	749	16
node_1013	MZ516084.1	4788	2111
node_1007	node_1008	17	6
node_1011	MZ515683.1	1	1
node_1009	node_1012	83	83
node_1019	node_1020	11	11
node_1018	MZ516107.1	16	16
node_1013	MZ515792.1	5	5
node_1018	MN306044.1	82	82
node_1020	LC474555.1	58	63
node_1023	node_1024	63	63
node_1017	MZ515694.1	18	18
node_1014	MZ515808.1	237	237
node_1022	node_1023	0	0
node_1021	MN163125.1	378	30
node_1021	MN163126.1	787	57
node_1023	node_1027	21	21
node_1016	node_1018	0	0
node_1029	MN108242.1	105	91
node_1019	node_1021	5	5
node_1031	node_1032	27	28
node_1015	node_1019	8	8
node_1022	node_1030	21	21
node_1028	LC474552.1	22	22
node_1027	node_1028	14	16
node_1016	node_1017	348	0
node_1028	LC474554.1	748	16
node_1030	node_1031	21	21
node_1024	node_1026	0	0
node_1033	MZ516016.1	39	39
node_1031	node_1033	0	0
node_1020	MZ515615.1	6121	2588
node_1034	node_1035	33	34
node_1026	MZ515757.1	778	45
node_1025	MZ515637.1	0	0
node_1025	MZ515981.1	0	0
node_1007	node_1022	4	4
node_1032	MZ515926.1	748	13
node_1024	node_1025	1	1
node_1029	MZ516060.1	133	134
node_1035	MW160780.1	21	21
node_1035	MW160812.1	21	21
node_1038	node_1039	0	0
node_1027	node_1029	50	50
node_1036	MZ515763.1	4051	2020
node_1042	node_1043	25	25
node_1039	node_1042	0	0
node_1037	node_1038	6	6
node_1032	MZ515663.1	10	10
node_1033	MW160832.1	100	101
node_1036	MZ515809.1	37	39
node_1030	node_1034	738	4
node_1034	node_1036	409	63
node_1006	node_1037	526	75
node_1041	MZ515561.1	6	6
node_1044	MW160837.1	6	6
node_1040	node_1041	0	0
node_1043	MZ515669.1	1	1
node_1043	MZ515698.1	0	0
node_1039	node_1040	41	41
node_1038	node_1045	0	0
node_1044	MW160838.1	313	3
node_1041	MZ515890.1	349	2
node_1046	node_1048	101	101
node_1045	node_1046	165	165
node_1045	node_1049	63	63
node_1046	node_1047	10	10
node_1040	MZ515627.1	310	0
node_1042	node_1044	74	74
node_1047	MW160814.1	0	0
node_1049	node_1050	310	0
node_1047	MW160826.1	524	100
node_1051	MZ515595.1	5	5
node_1048	MZ515736.1	1831	720
node_1048	MW160818.1	9	9
node_1050	MZ515839.1	91	91
node_1050	MZ515794.1	431	7
node_1051	MZ515581.1	17	3
node_1049	node_1051	0	0
node_1052	node_1053	8	8
node_1054	node_1055	0	0
node_1037	node_1052	1	1
node_1053	node_1054	56	56
node_1060	node_1061	13	13
node_1054	node_1056	6	6
node_1056	MZ515950.1	49	49
node_1055	MT373703.1	880	146
node_1055	MZ515946.1	10	10
node_1062	MZ516095.1	17	17
node_1063	MZ515761.1	1	1
node_1058	MK534512.1	0	0
node_1056	MZ515724.1	2	2
node_1057	node_1058	39	39
node_1059	MK534510.1	424	0
node_1071	node_1072	37	48
node_1061	node_1063	26	26
node_1057	node_1059	29	29
node_1073	node_1074	3	3
node_1053	node_1057	426	116
node_1052	node_1060	4	4
node_1061	node_1062	8	8
node_1064	node_1065	5	5
node_1063	MZ516022.1	349	1
node_1058	MK534511.1	424	0
node_1059	MK481079.1	310	0
node_1064	node_1066	155	155
node_1075	MZ515704.1	48	48
node_1073	node_1075	1	1
node_1072	MZ515673.1	6135	2444
node_1060	node_1064	4	4
node_1065	MZ515630.1	283	224
node_1005	node_1067	189	190
node_1074	MZ515713.1	148	123
node_1066	OM141143.1	7	7
node_1070	node_1073	52	55
node_1074	MZ515817.1	0	0
node_1066	OM141141.1	738	4
node_1069	node_1076	52	55
node_1079	MZ515607.1	659	1
node_1070	node_1071	423	64
node_1069	node_1070	31	31
node_1065	MZ516113.1	795	65
node_1077	node_1078	0	0
node_1078	MZ515934.1	1	1
node_1075	MZ515925.1	689	31
node_1079	MZ515753.1	2	2
node_1068	node_1069	593	230
node_1072	MZ515612.1	90	89
node_1086	MZ515726.1	514	516
node_1062	MZ515613.1	13	13
node_1080	node_1082	0	0
node_1071	OM141138.1	396	86
node_1076	node_1077	0	0
node_1077	node_1079	0	0
node_1076	node_1080	0	0
node_1080	node_1081	0	0
node_1078	MZ515857.1	0	0
node_1081	MZ515622.1	67	67
node_1068	node_1083	1	1
node_1081	MZ515791.1	658	0
node_1085	node_1086	1965	592
node_1084	node_1088	160	161
node_1089	MZ515974.1	528	182
node_1067	node_1068	278	214
node_1083	node_1084	350	2
node_1090	LC720430.1	73	63
node_1082	MZ515635.1	1	1
node_1086	MZ515935.1	1277	846
node_1087	MZ515708.1	827	517
node_1088	node_1089	290	239
node_1090	OM857375.1	61	61
node_1082	MZ516042.1	0	0
node_1087	MZ516049.1	278	280
node_1088	node_1090	374	374
node_1094	MZ151851.1	224	224
node_1084	node_1085	2	2
node_1083	node_1091	214	214
node_1085	node_1087	349	1
node_1089	MZ515893.1	1968	1394
node_1093	MZ151849.1	1119	36
node_1096	MZ515560.1	12	12
node_1093	OM857390.1	119	127
node_1091	node_1095	35	35
node_1094	OM857368.1	112	106
node_1091	node_1092	67	75
node_1092	node_1094	14	16
node_1095	node_1096	10	10
node_1095	node_1097	27	27
node_1092	node_1093	11	11
node_1096	OM857377.1	4717	3979
node_1101	node_1102	3	3
node_1102	MZ515899.1	777	5
node_1098	node_1099	0	0
node_1067	node_1098	31	32
node_1097	MZ515930.1	0	0
node_1097	MZ515827.1	0	0
node_1100	node_1101	0	0
node_1100	node_1104	424	0
node_1099	node_1100	28	28
node_1101	node_1103	1	1
node_1102	MZ515684.1	15	15
node_1103	MZ515972.1	1	1
node_1103	MZ515715.1	1	1
node_1105	MZ515728.1	348	0
node_1105	MZ515776.1	2	2
node_1104	node_1106	0	0
node_1108	node_1109	30	30
node_1104	node_1105	0	0
node_1109	MZ515872.1	5	5
node_1111	node_1112	37	38
node_1106	MZ516140.1	351	3
node_1099	node_1107	3	3
node_1110	MZ515997.1	37	37
node_1106	MZ516143.1	424	0
node_1112	LC495297.1	278	255
node_1115	node_1116	5	5
node_1109	MZ515863.1	774	2
node_1107	node_1108	0	0
node_1111	node_1113	3	3
node_1113	MZ515830.1	807	39
node_1116	node_1118	1	1
node_1114	node_1115	598	175
node_1108	node_1110	0	0
node_1117	OM857374.1	4094	3784
node_1110	MZ515590.1	36	36
node_1112	OM857380.1	72	73
node_1107	node_1111	0	0
node_1117	MZ515636.1	200	200
node_1116	node_1117	7	7
node_1120	MZ516065.1	18	18
node_1119	node_1121	604	181
node_1122	node_1123	5	5
node_1118	MT373705.1	734	310
node_1118	MZ515656.1	504	194
node_1114	node_1122	6	6
node_1113	MZ515903.1	38	38
node_1129	node_1130	423	164
node_1098	node_1114	8	8
node_1130	node_1131	95	67
node_1132	node_1133	113	1
node_1127	MZ515845.1	4	4
node_1119	node_1120	174	174
node_1134	MZ516037.1	0	0
node_1125	MZ515658.1	11	11
node_1125	MZ515762.1	2	2
node_1123	node_1124	5	5
node_1124	MZ515767.1	1082	0
node_1128	MZ515944.1	1090	9
node_1121	MT107528.1	44	44
node_1122	node_1126	6	6
node_1128	MZ515820.1	35	35
node_1120	MZ515812.1	327	17
node_1126	node_1128	0	0
node_1135	MZ516125.1	112	0
node_1115	node_1119	0	0
node_1121	MZ515596.1	10	10
node_1123	node_1125	0	0
node_1131	node_1132	12	16
node_1134	node_1135	0	0
node_1137	OM857373.1	102	100
node_1136	node_1137	2	2
node_1138	OM857382.1	4	4
node_1127	MZ515883.1	4	4
node_1004	node_1129	1424	539
node_1124	MZ516051.1	0	0
node_1133	node_1136	78	77
node_1136	node_1138	292	12
node_1126	node_1127	1	1
node_1141	OM857386.1	116	4
node_1143	node_1144	20	20
node_1137	OM857384.1	15	15
node_1138	OM857383.1	120	8
node_1133	node_1134	55	68
node_1142	OM857385.1	5	5
node_1142	OM857387.1	298	18
node_1139	node_1143	53	62
node_1141	OM857388.1	350	64
node_1139	node_1140	97	97
node_1132	node_1139	1	1
node_1135	MZ515936.1	43	15
node_1140	node_1142	0	0
node_1140	node_1141	0	0
node_1145	MZ515732.1	188	77
node_1144	MZ515660.1	124	12
node_1147	node_1148	29	29
node_1143	node_1145	4	4
node_1145	MZ516059.1	325	36
node_1131	node_1146	1	1
node_1147	node_1151	0	0
node_1144	OM857391.1	4275	3947
node_1148	node_1150	141	141
node_1150	MZ516013.1	9231	3083
node_1148	node_1149	3	3
node_1146	node_1147	26	29
node_1149	MZ515871.1	105	109
node_1149	MZ515657.1	398	326
node_1150	MZ516054.1	178	182
node_1151	node_1152	2	2
node_1153	MZ516135.1	149	44
node_1151	node_1153	39	39
node_1152	MZ515837.1	353	78
node_1153	MZ515947.1	4196	1693
node_1152	MZ515824.1	157	45
node_1146	node_1154	41	48
node_1157	MZ516003.1	315	17
node_1154	node_1155	21	17
node_1156	MZ515558.1	310	11
node_1155	node_1156	112	0
node_1160	MZ515975.1	158	46
node_1157	MZ515639.1	9	9
node_1161	node_1162	159	47
node_1156	MZ515813.1	262	262
node_1154	node_1158	14	14
node_1159	OL321917.1	651	529
node_1130	node_1161	281	53
node_1158	node_1159	1	1
node_1169	node_1170	4	4
node_1164	OM857381.1	56	59
node_1159	MZ515938.1	292	12
node_1155	node_1157	0	0
node_1158	node_1160	9	9
node_1164	node_1165	45	44
node_1163	node_1164	3	3
node_1166	node_1167	3678	3566
node_1162	node_1163	59	12
node_1169	node_1173	102	104
node_1167	OM857376.1	301	22
node_1165	MZ515553.1	62	62
node_1166	node_1168	6	6
node_1162	node_1169	32	32
node_1167	OM857378.1	345	345
node_1168	MZ515738.1	132	131
node_1160	MZ516102.1	32	32
node_1173	node_1174	0	0
node_1170	node_1171	85	84
node_1171	MZ515924.1	70	67
node_1168	OM857369.1	335	58
node_1174	OK500263.1	19	19
node_1175	OK500261.1	75	60
node_1178	node_1180	0	0
node_1182	MZ515916.1	41	10
node_1165	OM857394.1	4339	3949
node_1171	MZ515764.1	359	70
node_1178	node_1179	53	51
node_1163	node_1166	0	0
node_1177	node_1181	140	140
node_1180	MZ515894.1	0	0
node_1175	OK500264.1	131	19
node_1161	node_1176	39	35
node_1172	OM857395.1	3925	3874
node_1170	node_1172	97	97
node_1172	OM857397.1	1	1
node_1173	node_1175	0	0
node_1177	node_1178	112	0
node_1181	node_1183	3747	3501
node_1181	node_1182	140	140
node_1182	MZ515917.1	0	0
node_1180	MZ515667.1	0	0
node_1179	OK500262.1	547	205
node_1174	OM857396.1	305	178
node_1187	MZ515806.1	1944	771
node_1183	MZ515589.1	5579	3651
node_1129	node_1191	616	232
node_1179	MZ515601.1	1408	920
node_1186	MZ516116.1	561	449
node_1186	MZ515733.1	2345	1478
node_1184	node_1188	269	227
node_1189	MZ516136.1	1103	1103
node_1188	node_1189	66	56
node_1176	node_1177	61	41
node_1184	node_1185	3	4
node_1185	node_1186	9	11
node_1190	MZ516079.1	1013	740
node_1183	MZ515838.1	5905	4858
node_1189	MZ515747.1	826	826
node_1191	node_1192	154	99
node_1187	MZ515849.1	1443	787
node_1176	node_1184	416	416
node_1192	node_1193	223	28
node_1190	MZ515774.1	11095	4267
node_1185	node_1187	2933	975
node_1196	MZ516105.1	0	0
node_1195	node_1196	280	0
node_1194	node_1195	26	28
node_1188	node_1190	412	412
node_1195	MZ515778.1	0	0
node_1197	node_1198	21	21
node_1201	node_1202	192	76
node_1193	node_1194	3	3
node_1198	MZ515727.1	102	96
node_1199	MZ515855.1	2503	1406
node_1194	node_1197	1	1
node_1199	MZ515756.1	404	73
node_1196	MZ515900.1	567	431
node_1193	node_1200	2	2
node_1198	MZ515751.1	9	12
node_1202	MN108243.1	300	286
node_1197	node_1199	114	78
node_1201	node_1203	18	23
node_1203	MZ515904.1	494	146
node_1203	MZ516139.1	144	144
node_1202	MZ515783.1	9769	3673
node_1200	node_1201	151	151
node_1204	node_1206	46	46
node_1205	OM857392.1	76	75
node_1204	node_1205	26	30
node_1206	MZ516122.1	628	0
node_1207	node_1208	81	6
node_1205	MZ515719.1	166	56
node_1208	node_1209	197	197
node_1208	node_1212	144	144
node_1210	MZ516020.1	706	78
node_1192	node_1207	156	143
node_1200	node_1204	14	15
node_1211	MZ515661.1	5367	1967
node_1206	MZ515638.1	0	0
node_1214	MZ516006.1	1865	1345
node_1209	node_1210	46	48
node_1213	MZ516133.1	6017	1893
node_1211	OM857370.1	136	143
node_1214	MZ516098.1	53	55
node_1218	LC324679.1	290	290
node_1213	MZ515771.1	30	32
node_1207	node_1215	239	144
node_1209	node_1211	30	31
node_1223	node_1224	45	49
node_1216	node_1217	79	79
node_1217	MZ516109.1	329	329
node_1216	node_1218	3	3
node_1228	node_1229	27	27
node_1212	node_1214	0	0
node_1217	MZ515976.1	9462	2963
node_1220	OM857393.1	196	196
node_1219	node_1221	36	36
node_1212	node_1213	15	15
node_1228	node_1230	0	0
node_1220	OM857389.1	187	187
node_1225	node_1227	0	0
node_1229	MZ516018.1	14386	3962
node_1210	MZ516030.1	70	70
node_1191	node_1222	136	98
node_1230	LR699744.1	72	72
node_1231	node_1232	1	1
node_1233	MZ516064.1	425	425
node_1232	node_1234	39	39
node_1215	node_1216	277	278
node_1226	MZ516081.1	696	68
node_1223	node_1231	12	12
node_1215	node_1219	133	133
node_1227	MZ515699.1	0	0
node_1234	MZ515591.1	109	114
node_1218	MZ515829.1	1610	1295
node_1222	node_1223	387	67
node_1229	MZ515678.1	59	59
node_1233	MZ515865.1	40	33
node_1219	node_1220	59	58
node_1226	MZ515965.1	513	493
node_1235	node_1237	141	100
node_1224	node_1225	94	94
node_1227	MZ515664.1	455	26
node_1221	MZ515914.1	190	193
node_1221	MZ515721.1	11593	4265
node_1230	MZ515670.1	682	670
node_1224	node_1228	9	9
node_1231	node_1235	67	67
node_1239	node_1240	21	25
node_1225	node_1226	1	1
node_1235	node_1236	32	32
node_1222	node_1238	89	96
node_1232	node_1233	109	112
node_1240	node_1242	282	278
node_1236	MZ515832.1	194	194
node_1241	LC324678.1	262	262
node_1240	node_1241	71	71
node_1244	LR699735.1	682	285
node_1237	MH760687.1	618	228
node_1241	MZ515574.1	495	105
node_1234	MZ515610.1	11886	3985
node_1245	MW160751.1	114	2
node_1243	node_1244	6	10
node_1236	MZ515970.1	65	60
node_1238	node_1239	10	14
node_1247	node_1249	124	52
node_1239	node_1243	233	226
node_1243	node_1245	111	117
node_1242	MZ515742.1	1540	1099
node_1245	MW160833.1	12	12
node_1237	LC474546.1	83	92
node_1242	MZ515745.1	476	474
node_1249	MW160765.1	94	81
node_1249	MZ515785.1	7519	3406
node_1248	MH760679.1	143	31
node_1244	KY674984.1	41	41
node_1247	node_1248	315	308
node_1238	node_1246	64	63
node_1251	MZ516041.1	275	143
node_1246	node_1247	15	18
node_1248	MH760685.1	385	39
node_1246	node_1250	326	23
node_1250	node_1251	1	1
node_1250	node_1252	241	241
node_1251	MN108245.1	319	303
node_1252	MN167846.1	26	26
node_1252	MN125665.1	335	56
node_1003	node_1253	1680	805
node_1253	node_1254	145	145
node_1255	node_1256	205	184
node_1256	node_1257	495	118
node_1261	node_1263	1	1
node_1259	node_1260	116	116
node_1257	node_1258	20	3
node_1259	MN365525.1	4707	3629
node_1254	node_1255	201	11
node_1260	MN108246.1	280	277
node_1260	MW160834.1	93	94
node_1261	node_1262	0	0
node_1263	MZ516115.1	7439	2859
node_1257	node_1264	42	11
node_1262	MZ515729.1	146	148
node_1258	node_1259	41	28
node_1258	node_1261	577	186
node_1266	MZ515624.1	11902	4280
node_1262	MZ515714.1	7433	3069
node_1264	node_1268	1392	1393
node_1274	MZ515563.1	1032	412
node_1264	node_1265	119	119
node_1268	node_1269	738	635
node_1277	MZ515608.1	700	68
node_1276	node_1277	3	3
node_1263	MZ515793.1	143	145
node_1265	node_1266	59	60
node_1266	MZ515770.1	45	48
node_1267	MN365456.1	29	30
node_1268	node_1270	17	17
node_1270	MZ515805.1	1209	1209
node_1256	node_1271	426	0
node_1269	MZ515711.1	5033	2436
node_1284	KX655641.1	67	65
node_1273	node_1275	35	35
node_1269	MZ515798.1	5863	2664
node_1276	node_1278	65	65
node_1275	MZ515746.1	373	30
node_1278	LC699636.1	670	35
node_1274	MZ515672.1	833	63
node_1272	node_1276	31	33
node_1275	MZ515932.1	6716	1832
node_1271	node_1279	850	231
node_1279	node_1280	0	0
node_1267	MN365388.1	19	19
node_1271	node_1272	37	37
node_1280	node_1282	0	0
node_1277	MN365357.1	479	139
node_1272	node_1273	5	5
node_1273	node_1274	35	21
node_1283	node_1285	0	0
node_1255	node_1286	638	13
node_1286	node_1287	479	55
node_1280	node_1281	96	96
node_1288	node_1289	1	1
node_1265	node_1267	66	66
node_1283	node_1284	0	0
node_1285	MK109771.1	1401	5
node_1288	node_1291	0	0
node_1278	LC699635.1	797	23
node_1291	node_1293	2	2
node_1285	KX655624.1	2	2
node_1282	MK109778.1	1	1
node_1270	MZ516119.1	9477	4507
node_1284	MK109788.1	5	5
node_1287	node_1288	0	0
node_1281	KY924878.1	309	309
node_1282	MK109766.1	4	4
node_1289	node_1290	0	0
node_1290	KX655633.1	4	4
node_1289	KX655700.1	4	4
node_1281	MH760658.1	1690	281
node_1290	MK109784.1	1395	10
node_1279	node_1283	1	1
node_1295	node_1296	0	0
node_1292	KX655693.1	666	6
node_1292	KX655698.1	46	46
node_1293	KX655683.1	3	3
node_1293	KX655642.1	728	65
node_1291	node_1292	1	1
node_1294	node_1295	1	1
node_1296	MK109780.1	1	1
node_1287	node_1294	0	0
node_1296	KX655645.1	6	6
node_1298	node_1299	0	0
node_1294	node_1298	81	81
node_1297	MK109783.1	48	46
node_1286	node_1301	235	235
node_1297	MK109768.1	6	6
node_1295	node_1297	1386	1
node_1298	node_1300	970	0
node_1299	ON237086.1	14	10
node_1301	node_1302	14	17
node_1299	ON237105.1	9	9
node_1302	node_1303	883	262
node_1300	ON237094.1	424	8
node_1303	node_1304	12	12
node_1300	ON237097.1	17	13
node_1304	ON237096.1	895	29
node_1304	KU950488.1	31	33
node_1305	MW582529.1	73	75
node_1303	node_1305	352	4
node_1307	MH594440.1	3277	2241
node_1302	node_1306	38	39
node_1305	MK749883.1	94	95
node_1308	MH594437.1	3	3
node_1306	node_1307	19	17
node_1311	MH594439.1	36	36
node_1301	node_1309	13	13
node_1306	node_1308	41	24
node_1307	JX576735.1	518	274
node_1309	node_1310	9	11
node_1311	MH594399.1	57	62
node_1312	MH594436.1	17	17
node_1312	MH594390.1	61	64
node_1310	node_1312	2	2
node_1316	node_1317	354	9
node_1320	node_1321	174	174
node_1308	MH594400.1	0	0
node_1313	node_1314	0	0
node_1320	MH594393.1	191	194
node_1309	node_1313	11	13
node_1314	MH594391.1	47	49
node_1313	node_1315	0	0
node_1310	node_1311	3	3
node_1254	node_1316	125	1
node_1314	MH594396.1	1693	1345
node_1315	MH594395.1	1017	49
node_1318	node_1319	174	174
node_1322	node_1323	0	0
node_1321	MH594397.1	32	35
node_1317	node_1318	227	227
node_1323	MH594427.1	796	174
node_1321	MH594425.1	654	32
node_1324	MH594401.1	3581	3581
node_1324	MH594426.1	174	174
node_1334	node_1336	16	20
node_1326	node_1328	0	0
node_1323	MH594428.1	174	174
node_1315	MH594394.1	18	18
node_1319	node_1320	9	10
node_1319	node_1322	5	5
node_1327	MH594398.1	0	0
node_1335	KU950558.1	958	27
node_1331	KU950461.1	936	281
node_1330	MH760657.1	384	36
node_1332	node_1333	28	30
node_1322	node_1324	0	0
node_1333	node_1334	392	45
node_1325	node_1326	55	59
node_1330	MH594438.1	2937	2315
node_1318	node_1325	7	8
node_1335	ON237087.1	18	17
node_1341	node_1342	1	1
node_1327	MH594377.1	2228	2178
node_1334	node_1335	2	2
node_1336	KY249668.1	107	112
node_1328	MH594392.1	54	42
node_1341	node_1343	24	24
node_1317	node_1332	6	6
node_1325	node_1329	653	31
node_1329	node_1331	88	31
node_1339	LC474527.1	6	6
node_1326	node_1327	0	0
node_1329	node_1330	19	19
node_1338	LC474530.1	7	7
node_1331	MH594442.1	1931	1931
node_1338	KY249669.1	119	92
node_1328	MH594441.1	6	6
node_1339	LC474529.1	1287	7
node_1344	node_1346	3	3
node_1333	node_1337	30	31
node_1343	MK109767.1	1300	23
node_1342	KX765963.1	378	31
node_1337	node_1339	0	0
node_1332	node_1340	12	10
node_1337	node_1338	0	0
node_1340	node_1341	15	15
node_1342	KX655655.1	28	28
node_1336	KU950621.1	967	39
node_1345	KX765945.1	23	23
node_1346	MF001046.1	449	102
node_1343	KX655674.1	46	46
node_1344	node_1345	35	37
node_1316	node_1347	934	4
node_1345	KU950669.1	63	63
node_1340	node_1344	13	14
node_1346	KY249672.1	132	132
node_1347	node_1348	7	6
node_1349	node_1350	52	39
node_1350	node_1351	1	1
node_1351	KX765964.1	556	2
node_1351	KX765889.1	0	0
node_1352	KX765976.1	3	3
node_1348	node_1349	23	23
node_1350	node_1352	1	1
node_1349	node_1353	1	1
node_1352	KX765952.1	30	17
node_1353	node_1354	21	21
node_1354	MF001055.1	10	10
node_1354	KU950633.1	1320	40
node_1358	KU839633.1	15	15
node_1355	KY249671.1	127	128
node_1353	node_1355	69	71
node_1356	node_1357	19	19
node_1355	KU950542.1	75	75
node_1364	node_1368	389	41
node_1348	node_1356	34	34
node_1361	KU950508.1	34	34
node_1364	node_1365	38	38
node_1357	node_1358	2	2
node_1357	node_1359	0	0
node_1363	node_1364	943	12
node_1358	KU950533.1	45	43
node_1370	KY249680.1	339	32
node_1365	node_1366	979	50
node_1359	KU950588.1	1298	19
node_1361	KJ672476.1	61	59
node_1356	node_1360	49	48
node_1360	node_1361	1280	0
node_1359	ON237098.1	31	32
node_1347	node_1363	40	42
node_1360	node_1362	0	0
node_1367	ON237095.1	377	27
node_1372	node_1373	1018	93
node_1368	node_1370	8	9
node_1362	KU950586.1	2	2
node_1366	KU950547.1	6	6
node_1362	KU950571.1	4	4
node_1363	node_1371	51	52
node_1365	node_1367	11	11
node_1372	node_1374	29	30
node_1386	OK649730.1	21	21
node_1367	ON237111.1	38	34
node_1383	node_1384	2	2
node_1376	OK649738.1	20	20
node_1384	OK649712.1	24	25
node_1369	KY249676.1	21	16
node_1368	node_1369	50	53
node_1366	KU950548.1	4	4
node_1371	node_1372	10	11
node_1253	node_1378	222	195
node_1377	OK649723.1	32	32
node_1384	KF826858.1	34	34
node_1373	KY249663.1	421	81
node_1375	node_1377	12	11
node_1378	node_1379	525	3
node_1376	OK649729.1	1299	12
node_1370	ON237106.1	452	105
node_1373	ON237108.1	91	88
node_1371	node_1375	8	8
node_1375	node_1376	29	29
node_1369	KY249675.1	13	13
node_1374	OK649734.1	23	23
node_1387	OK649733.1	12	12
node_1377	MG431251.1	38	32
node_1374	OK649731.1	22	23
node_1382	node_1385	22	22
node_1379	node_1380	385	77
node_1385	node_1386	3	3
node_1381	node_1388	15	19
node_1388	node_1389	0	0
node_1382	node_1383	4	4
node_1389	node_1391	0	0
node_1386	KY249679.1	1186	84
node_1383	OK649710.1	1135	27
node_1393	KX765890.1	58	58
node_1380	node_1381	5	5
node_1390	KX655684.1	46	46
node_1393	OK649701.1	92	89
node_1390	OK649724.1	1211	102
node_1389	node_1390	0	0
node_1381	node_1382	58	59
node_1385	node_1387	4	4
node_1387	OK649727.1	21	17
node_1392	node_1394	0	0
