Parent	Child	PanMAN_Diff	MAFFT_Diff
node_3180	01_AE.TH.2010.40100v14_11.KY580642	1316	160
node_3180	01_AE.TH.2010.40100v06_04.KY580605	339	318
node_3185	01_AE.TH.2010.40100v09_11.KY580629	399	399
node_3185	01_AE.TH.2010.40100v06_07.KY580608	893	525
node_3187	01_AE.TH.2010.40100v14_05.KY580637	905	49
node_3187	01_AE.TH.2010.40100v14_07.MN792116	831	245
node_3186	node_3188	5	5
node_3188	01_AE.TH.2010.40100v14_01.KY580633	11	11
node_3188	node_3189	293	293
node_3189	01_AE.TH.2010.40100v14_10.KY580641	1322	307
node_3189	01_AE.TH.2010.40100v15_07.OM825861	377	376
node_3171	node_3190	287	270
node_3190	node_3191	10	10
node_3191	node_3192	322	304
node_3192	node_3193	16	15
node_3193	01_AE.TH.2010.40100v15_05.OM825859	1846	293
node_3193	01_AE.TH.2010.40100v15_06.OM825860	677	309
node_3198	node_3199	722	497
node_3192	node_3194	308	6
node_3194	01_AE.TH.2010.40100v15_02.OM825857	694	326
node_3194	node_3195	502	21
node_3195	01_AE.TH.2010.40100v15_12.OM825865	572	338
node_3191	node_3196	73	71
node_3196	node_3197	500	23
node_3197	01_AE.TH.2006.AA006a03.JX446737	1282	567
node_3197	01_AE.TH.2010.40100v15_01.OM825856	1305	668
node_3195	01_AE.TH.2010.40100v15_03.OM825858	620	311
node_3196	node_3198	672	304
node_3198	01_AE.TH.2006.AA006a02.JX446736	575	300
node_3199	01_AE.TH.2011.40512v02_03.MN792522	942	0
node_3199	01_AE.TH.2011.40512v09_05.MN792532	1217	4
node_3190	node_3200	480	466
node_3200	node_3201	0	0
node_3201	node_3202	0	0
node_3202	01_AE.TH.2011.40512v02_07.MN792525	1021	287
node_3202	01_AE.TH.2011.40512v02_11.MN792529	547	289
node_3201	node_3203	430	0
node_3208	01_AE.TH.2011.40512v09_07.MN792534	1298	136
node_3205	node_3206	0	0
node_3205	node_3207	156	156
node_3206	01_AE.TH.2011.40512v02_10.MN792528	509	290
node_3203	01_AE.TH.2011.40512v02_08.MN792526	633	291
node_3200	node_3205	368	0
node_3207	01_AE.TH.2011.40512v14_03.MN792542	406	150
node_3207	node_3208	1	1
node_3206	01_AE.TH.2011.40512v02_06.MN792524	1445	291
node_3208	01_AE.TH.2011.40512v09_09.MN792536	926	139
node_3203	node_3204	152	152
node_3204	01_AE.TH.2011.40512v09_04.MN792531	2448	452
node_3131	node_3209	107	39
node_3209	node_3210	56	56
node_3212	node_3213	257	257
node_3213	node_3214	8	8
node_3214	01_AE.TH.2011.40512v14_06.MN792545	525	305
node_3204	01_AE.TH.2011.40512v02_09.MN792527	933	441
node_3210	node_3211	538	517
node_3211	node_3212	1	1
node_3214	01_AE.TH.2011.40512v14_08.MN792547	1057	308
node_3213	node_3215	4	4
node_3221	node_3222	0	0
node_3215	01_AE.TH.2011.40512v14_02.MN792541	774	292
node_3215	01_AE.TH.2011.40512v14_04.MN792543	696	306
node_3212	node_3216	153	153
node_3216	node_3217	292	292
node_3217	01_AE.TH.2011.40512v14_01.MN792540	1349	489
node_3217	01_AE.TH.2011.40512v14_09.MN792548	755	484
node_3216	node_3218	396	4
node_3218	01_AE.TH.2011.40512v14_07.MN792546	1978	447
node_3218	node_3219	3	3
node_3219	01_AE.TH.2011.40512v14_10.MN792549	710	406
node_3219	01_AE.TH.2011.40512v14_05.MN792544	676	404
node_3211	node_3220	748	111
node_3220	node_3221	308	308
node_3222	01_AE.TH.2011.40512v09_10.MN792537	1363	137
node_3222	01_AE.TH.2011.40512v09_11.MN792538	137	137
node_3221	node_3223	394	0
node_3223	01_AE.TH.2011.40512v02_01.MN792520	133	133
node_3223	node_3224	1	1
node_3224	01_AE.TH.2011.40512v02_04.MN792523	497	131
node_3224	01_AE.TH.2011.40512v02_03.MK116905	1417	320
node_3210	node_3229	448	432
node_3231	node_3232	265	44
node_3232	01_AE.TH.2010.40123v03_03.MN792123	1567	291
node_3225	node_3227	0	0
node_3220	node_3225	0	0
node_3225	node_3226	367	1
node_3226	01_AE.TH.2011.40512v09_08.MN792535	440	440
node_3226	01_AE.TH.2011.40512v09_06.MN792533	1806	736
node_3231	node_3233	39	39
node_3233	01_AE.TH.2010.40123v03_01.MN792117	1032	298
node_3233	node_3234	260	51
node_3229	node_3230	377	11
node_3230	node_3231	234	234
node_3227	01_AE.TH.2011.40512v02_02.MN792521	1146	444
node_3227	node_3228	0	0
node_3228	01_AE.TH.2011.40512v09_12.MN792539	479	478
node_3228	01_AE.TH.2011.40512v09_03.MN792530	448	448
node_3232	01_AE.TH.2010.40123v03_04.MN792125	288	288
node_3234	01_AE.TH.2010.40123v03_02.MN792120	918	354
node_3234	01_AE.TH.2008.AA007a_WG10.JX446756	1404	778
node_3230	node_3235	600	91
node_3235	node_3236	639	1
node_3236	01_AE.TH.2008.AA007a_WG1.JX446755	452	452
node_3236	01_AE.TH.2008.AA007a_WG12.JX446758	769	459
node_3235	node_3237	1	1
node_3237	01_AE.TH.2008.AA007a_WG7.JX446764	675	455
node_3237	node_3238	323	5
node_3238	01_AE.TH.2008.AA007a_WG2.JX446761	1100	462
node_3238	01_AE.TH.2008.AA007a_WG11.JX446757	2081	488
node_3229	node_3239	5	5
node_3239	node_3240	355	90
node_3240	node_3241	532	17
node_3240	node_3242	589	6
node_3241	01_AE.TH.2008.AA007a_WG13.JX446759	826	461
node_3209	node_3248	490	217
node_3242	node_3243	834	576
node_3248	node_3249	390	25
node_3242	01_AE.TH.2008.AA007a_WG14.JX446760	513	513
node_3244	node_3245	26	26
node_3239	node_3244	589	586
node_3241	01_AE.TH.2008.AA007a_WG6.JX446763	1115	457
node_3249	node_3250	378	20
node_3243	01_AE.TH.2004.04TH328531.JN248324	574	363
node_3244	node_3246	1112	379
node_3243	01_AE.TH.2014.2546901P000FL_Se.MG989532	3526	694
node_3245	01_AE.TH.1996.M114.DQ354117	590	245
node_3245	01_AE.VN.1997.97VNAG206.FJ185248	1259	416
node_3246	01_AE.TH.1993.93TH065.AF197339	796	796
node_3246	node_3247	314	14
node_3247	01_AE.TH.1993.93TH065.AB220948	1588	682
node_3247	01_AE.JP.1993.93JP_NH1.BD187399	2744	953
node_3250	node_3251	70	70
node_3251	node_3252	135	135
node_3252	01_AE.JP.1993.93JP_NH1.AB052995	2291	1270
node_3252	01_AE.JP.1993.NH25_93JPNH25T_93JP_NH2_5T.AB070352	2729	1284
node_3251	node_3253	99	99
node_3253	01_AE.TH.1993.93TH062.AB220947	3257	1244
node_3250	node_3254	337	337
node_3253	01_AE.TH.1993.93TH051.AB220944	2003	1303
node_3254	node_3255	453	224
node_3255	01_AE.TH.1990.CM235.AF259954	1509	1299
node_3255	01_AE.TH.1990.CM235.AF259955	3258	1300
node_3254	node_3256	25	25
node_3256	01_AE.TH.1993.93TH060.AB220946	1455	1453
node_3256	node_3257	379	17
node_3257	01_AE.TH.1993.93TH057.AF197338	2685	1476
node_3257	01_AE.TH.1990.90TH_CM244.AY713425	581	580
node_3249	node_3258	5	5
node_3258	node_3259	318	318
node_3259	node_3260	98	99
node_3260	01_AE.TH.1993.93TH057.AB253424	2780	1242
node_3260	01_AE.TH.1993.93TH057.AB253425	1610	1244
node_3259	node_3261	17	17
node_3261	01_AE.TH.1993.93TH054.AB220945	1689	1348
node_3261	node_3262	250	248
node_3262	01_AE.ID.1993.ID17.AB485652	1100	1100
node_3262	01_AE.ID.1993.ID17.AB485653	2881	1107
node_3258	node_3263	497	132
node_3263	node_3264	66	63
node_3264	01_AE.VN.1997.97VNHCM319.FJ185242	1388	550
node_3264	01_AE.TH.1996.96TH_NI1046.AY713421	1112	486
node_3263	node_3265	113	113
node_3248	node_3267	148	148
node_3269	node_3270	798	124
node_3267	node_3268	54	54
node_3269	node_3271	617	4
node_3265	01_AE.VN.1998.98VNBG5.FJ185229	1322	392
node_3268	node_3269	132	129
node_3270	01_AE.VN.1998.98VNBG6.FJ185230	749	366
node_3270	01_AE.VN.1998.98VNBG4.FJ185228	359	359
node_3271	01_AE.VN.1998.98VNND17.FJ185236	1969	489
node_3271	node_3272	495	128
node_3272	01_AE.VN.1998.98VNHD10.FJ185233	1612	400
node_3265	node_3266	10	10
node_3266	01_AE.VN.1998.98VNBG7.FJ185231	741	396
node_3266	01_AE.CN.1997.97CNGX2F_97CNGX_2F.AY008714	1314	425
node_3272	01_AE.VN.1998.98VNHD9.FJ185232	732	369
node_3268	node_3273	4	4
node_3273	node_3274	830	161
node_3274	01_AE.VN.1998.98VNHD11.FJ185234	251	251
node_3274	01_AE.CN.1997.97CNGX_11F.AY008718	918	241
node_3273	node_3275	456	108
node_3275	01_AE.VN.1997.97VNAG220.FJ185256	737	375
node_3275	node_3276	15	15
node_3276	01_AE.VN.1997.97VNAG221.FJ185257	1057	412
node_3276	01_AE.VN.1998.98VNND15.FJ185235	1420	562
node_3267	node_3277	733	11
node_3280	01_AE.VN.1997.97VNHCM306.FJ185259	885	508
node_3277	node_3278	15	15
node_3278	node_3280	292	23
node_3280	node_3281	376	78
node_3278	node_3279	42	39
node_3279	01_AE.VN.1997.97VNHCM302.FJ185238	2036	449
node_3279	01_AE.VN.1997.97VNHCM310.FJ185240	1241	428
node_3281	01_AE.VN.1997.97VNAG216.FJ185254	1322	479
node_3281	01_AE.VN.1997.97VNAG214.FJ185253	1298	481
node_3277	node_3282	177	177
node_3282	node_3283	391	87
node_3283	01_AE.VN.1997.97VNAG212.FJ185252	1323	410
node_3283	01_AE.VN.1997.97VNAG223.FJ185258	1300	377
node_3282	node_3284	1024	212
node_3284	01_AE.VN.1997.97VNAG201.FJ185245	136	135
node_3284	node_3285	299	41
node_3285	01_AE.VN.1997.97VNHCM309.FJ185260	959	148
node_3285	01_AE.VN.1997.97VNHCM303.FJ185239	814	148
node_3130	node_3286	117	117
node_3286	node_3287	207	213
node_3287	node_3288	5	5
node_3288	node_3289	175	175
node_3289	node_3290	271	271
node_3290	node_3291	135	136
node_3291	node_3292	41	41
node_3292	01_AE.VN.1997.97VNHCM301.FJ185237	1687	321
node_3292	01_AE.VN.1997.97VNAG218.FJ185255	705	335
node_3291	node_3293	312	65
node_3293	01_AE.VN.1997.97VNHCM343.FJ185243	1605	375
node_3296	node_3297	439	442
node_3289	node_3298	271	25
node_3298	node_3299	295	295
node_3299	node_3300	416	53
node_3300	01_AE.TH.1997.97TH_NP1525.AY713420	2126	758
node_3290	node_3294	119	119
node_3296	01_AE.VN.1997.97VNHCM345.FJ185244	2113	356
node_3293	01_AE.VN.1997.97VNAG202.FJ185246	1474	327
node_3294	node_3295	54	52
node_3295	01_AE.VN.1997.97VNAG208.FJ185250	1368	346
node_3295	01_AE.VN.1997.97VNHCM314.FJ185241	1228	360
node_3294	node_3296	35	35
node_3297	01_AE.TH.1999.99TH_R3265.AY945732	1335	336
node_3297	01_AE.TH.2001.01TH_R2184.AY945730	1030	361
node_3300	01_AE.TH.1997.97TH6_107.AY125894	1530	815
node_3299	node_3301	21	22
node_3301	01_AE.TH.2001.OUR830I.AY358064	671	665
node_3301	node_3302	508	203
node_3302	01_AE.CN.2002.YN0236.JX112866	1351	872
node_3302	01_AE.TH.1993.93TH9021.AF164485	2398	1589
node_3298	node_3303	778	439
node_3303	node_3304	102	102
node_3304	01_AE.TH.2005.AA081a14.JX447619	1995	454
node_3304	01_AE.TH.2005.AA081a13.JX447620	1248	453
node_3303	node_3305	28	33
node_3313	node_3314	45	45
node_3305	01_AE.TH.2005.AA081a15.JX447618	2841	572
node_3305	node_3306	1016	413
node_3288	node_3307	196	197
node_3307	node_3308	219	219
node_3308	node_3309	1364	551
node_3306	01_AE.TH.1998.98TH_NP1251.AY713422	506	506
node_3309	node_3310	86	95
node_3310	01_AE.VN.1997.97VNAG210.FJ185251	1181	372
node_3306	01_AE.TH.1996.96TH_M02138.AY713424	516	528
node_3310	01_AE.US.1998.98US_MSC3012.AY444806	1059	708
node_3309	node_3311	435	432
node_3311	node_3312	17	16
node_3312	01_AE.VN.1997.97VNAG207.FJ185249	1542	443
node_3308	node_3313	366	367
node_3314	01_AE.TH.2000.C1705.DQ789392	1102	528
node_3314	01_AE.VN.1997.97VNAG204.FJ185247	603	599
node_3313	node_3315	657	437
node_3315	01_AE.TH.2000.OUR661I.AY358057	760	418
node_3315	node_3316	399	85
node_3316	01_AE.TH.2000.OUR724I.AY358060	1098	398
node_3317	node_3318	866	498
node_3318	node_3319	684	96
node_3307	node_3317	19	20
node_3316	01_AE.TH.2004.04TH505841.JN248328	2292	924
node_3319	01_AE.TH.2000.OUR721I.AY358067	1959	846
node_3318	node_3320	425	130
node_3320	node_3321	35	35
node_3321	01_AE.TH.2004.04TH107542.JN248318	1871	447
node_3317	node_3322	30	30
node_3322	node_3324	217	219
node_3324	01_AE.TH.2004.04TH817196.JN248336	1490	1206
node_3323	01_AE.TH.2001.OUR642I.AY358041	1793	732
node_3319	01_AE.BG.2008.S_08_004.MH746262	1178	553
node_3320	01_AE.TH.2005.05TH127331.JN248338	480	463
node_3322	node_3323	363	365
node_3324	node_3325	402	407
node_3325	53_01B.MY.2011.11FIR164.JX390610	1874	1208
node_3325	01_AE.TH.2001.OUR647I.AY358056	1546	779
node_3287	node_3326	6	6
node_3326	node_3327	49	49
node_3327	node_3328	149	149
node_3328	node_3329	410	47
node_3329	node_3330	58	56
node_3330	01_AE.TH.1999.99TH_C2405.AY945718	1836	665
node_3330	01_AE.TH.2001.01TH_C3256.AY945720	852	579
node_3329	node_3331	58	58
node_3331	01_AE.TH.2000.OUR595I.AY358052	1782	654
node_3331	01_AE.TH.2001.OUR609I.AY358040	1313	586
node_3328	node_3332	278	37
node_3332	node_3333	41	43
node_3333	01_AE.TH.2001.OUR788I.AY358068	1446	655
node_3332	node_3334	433	164
node_3333	01_AE.TH.1998.98TH_R1166.AY945728	956	616
node_3327	node_3336	460	460
node_3334	node_3335	1450	645
node_3337	node_3338	273	1
node_3337	node_3339	769	15
node_3334	01_AE.TH.1999.99TH_C4460.AY945726	787	496
node_3335	01_AE.TH.2006.AA063a_WG25.JX447407	846	504
node_3336	node_3337	619	283
node_3338	01_AE.TH.2006.AA063a_WG35.JX447408	928	338
node_3339	01_AE.TH.2006.AA063a_WG1.JX447403	1266	297
node_3339	node_3340	2	2
node_3336	node_3341	403	156
node_3341	node_3342	12	12
node_3342	01_AE.TH.2006.AA063a_WG37.JX447409	1643	573
node_3342	01_AE.TH.2001.01TH_C1436.AY945713	747	734
node_3338	01_AE.TH.2006.AA063a_WG22.JX447406	1885	317
node_3335	01_AE.TH.2006.AA063a_WG6.JX447411	1174	474
node_3340	01_AE.TH.2006.AA063a_WG11.JX447404	1898	283
node_3340	01_AE.TH.2006.AA063a_WG38.JX447410	894	362
node_3341	node_3343	915	546
node_3343	01_AE.TH.2007.AA028a_wg7.JX447031	626	135
node_3343	node_3344	0	0
node_3344	01_AE.TH.2007.AA028a_wg9.JX447032	779	131
node_3326	node_3345	32	33
node_3345	node_3346	354	352
node_3347	node_3348	801	796
node_3348	01_AE.TH.2007.AA028a_wg4.JX447029	1052	687
node_3348	01_AE.TH.2007.AA028a_wg3.JX447028	1270	691
node_3344	01_AE.TH.2007.AA028a_wg5.JX447030	1499	136
node_3346	node_3347	277	13
node_3347	node_3349	439	436
node_3349	01_AE.TH.1999.OUR203I.AY358048	569	14
node_3349	node_3350	502	193
node_3350	01_AE.TH.1999.OUR199I.AY358039	777	190
node_3350	01_AE.TH.1999.OUR202I.AY358047	961	190
node_3345	node_3355	382	131
node_3346	node_3351	5	5
node_3352	01_AE.TH.2000.OUR200I.AY358066	1169	248
node_3351	node_3352	193	191
node_3351	node_3353	123	113
node_3358	01B.TH.2004.04TH704320.JN248331	1084	695
node_3355	node_3360	44	44
node_3352	01_AE.TH.2000.OUR201I.AY358046	625	257
node_3353	01_AE.TH.2001.01TH_C2570.AY945719	1230	455
node_3353	node_3354	706	703
node_3354	01_AE.TH.2006.AA014a05.JX446853	1026	143
node_3354	01_AE.TH.2006.AA014a01.JX446855	1185	146
node_3355	node_3356	225	224
node_3356	node_3357	1124	581
node_3357	01_AE.TH.2006.AA014a03.JX446856	313	313
node_3357	01_AE.TH.2006.AA014a02.JX446854	709	320
node_3356	node_3358	344	344
node_3358	node_3359	432	432
node_3359	01_AE.TH.2000.00TH_C4382.AY945725	755	414
node_3359	01_AE.TH.2000.00TH_C2257.AY945717	1506	409
node_3360	node_3361	441	79
node_3360	node_3362	260	257
node_3361	01_AE.US.1998.98US_MSC1120.AY444803	1974	674
node_3361	01_AE.TH.2005.05TH741452.JN248355	1187	907
node_3362	node_3363	170	170
node_3363	01B.TH.2000.00TH_C2254_BE.AY945733	1564	1046
node_3365	node_3366	245	243
node_3366	node_3367	128	128
node_3367	node_3368	401	43
node_3368	node_3369	256	250
node_3368	node_3370	43	45
node_3370	01_AE.TH.2000.00TH_C3347.AY945721	1539	631
node_3286	node_3364	384	131
node_3364	node_3365	497	302
node_3370	01_AE.TH.1999.OUR164I.AY358045	635	623
node_3369	01_AE.TH.2001.OUR786I.AY358036	744	413
node_3369	01_AE.TH.2001.OUR674I.AY358038	760	422
node_3372	01_AE.TH.1999.OUR098I.AY358044	1390	619
node_3367	node_3371	648	282
node_3371	node_3372	57	51
node_3372	01_AE.TH.1999.99TH_C1080.AY945712	1389	685
node_3371	node_3373	201	202
node_3373	01_AE.TH.2001.OUR702I.AY358059	1274	486
node_3373	node_3374	410	47
node_3374	01_AE.TH.2007.MERLBDTRC5.JN860764	1454	870
node_3374	01_AE.TH.1999.OUR422I.AY358051	1587	472
node_3366	node_3375	543	22
node_3375	node_3376	413	44
node_3376	node_3377	122	122
node_3377	01_AE.TH.1999.OUR258I.AY358049	397	393
node_3377	01_AE.TH.2000.OUR746I.AY358061	2611	435
node_3376	node_3378	528	195
node_3378	01_AE.TH.2002.OUR769I.AY358062	310	310
node_3378	node_3379	42	36
node_3379	01_AE.TH.2002.OUR737I.AY358037	2035	330
node_3375	node_3380	26	26
node_3380	node_3381	662	304
node_3381	01B.TH.1996.M005.DQ354115	1461	683
node_3379	01_AE.TH.1995.95TNIH022.AB032740	1750	1705
node_3381	01_AE.TH.1995.95TNIH047.AB032741	1261	1249
node_3380	node_3382	22	22
node_3388	node_3389	57	58
node_3382	01_AE.US.2000.00US_MSC1164.AY444804	513	502
node_3382	node_3383	522	215
node_3383	01_AE.TH.1999.OUR066I.AY358043	1716	308
node_3383	01_AE.TH.1999.OUR008I.AY358065	671	306
node_3365	node_3384	391	288
node_3384	node_3385	258	0
node_3385	node_3386	152	152
node_3386	node_3387	277	20
node_3387	01_AE.TH.2011.40363v09_01.MN792435	764	396
node_3387	01_AE.TH.2011.40363v03_08.MN792432	981	393
node_3386	node_3388	1742	399
node_3388	01_AE.TH.2011.40363v03_05.MN792429	24	24
node_3389	01_AE.TH.2011.40363v09_08.MN792441	5	5
node_3389	01_AE.TH.2011.40363v03_04.MN792428	3083	4
node_3385	node_3390	366	0
node_3390	node_3391	378	158
node_3391	01_AE.TH.2011.40363v09_13.MN792445	345	135
node_3391	01_AE.TH.2011.40363v09_07.MN792440	853	146
node_3390	node_3392	875	287
node_3392	01_AE.TH.2011.40363v03_02.MN792426	5	5
node_3392	node_3393	1	1
node_3393	01_AE.TH.2011.40363v09_10.MN792443	1595	3
node_3393	01_AE.TH.2011.40363v09_04.MN792437	628	5
node_3384	node_3394	272	0
node_3394	node_3395	316	0
node_3395	node_3396	1	1
node_3396	01_AE.TH.2011.40363v09_12.MN792444	292	292
node_3396	01_AE.TH.2011.40363v09_09.MN792442	818	292
node_3395	node_3397	624	0
node_3397	01_AE.TH.2011.40363v03_10.MN792434	292	292
node_3397	node_3398	0	0
node_3398	01_AE.TH.2011.40363v03_07.MN792431	289	289
node_3398	01_AE.TH.2011.40363v09_06.MN792439	1313	295
node_3394	node_3399	0	0
node_3399	node_3400	1	1
node_3400	01_AE.TH.2011.40363v03_09.MN792433	547	290
node_3400	01_AE.TH.2011.40363v09_05.MN792438	887	405
node_3399	node_3401	65	65
node_3401	01_AE.TH.2011.40363v03_03.MN792427	1136	288
node_3401	node_3402	0	0
node_3364	node_3403	192	192
node_3402	01_AE.TH.2011.40363v03_01.MN792425	1276	292
node_3402	01_AE.TH.2011.40363v03_06.MN792430	605	289
node_3403	node_3404	199	199
node_3409	node_3411	252	0
node_3405	node_3409	0	0
node_3404	node_3405	605	321
node_3409	node_3410	220	0
node_3410	01_AE.TH.2011.40139v0J_05.MW443199	502	292
node_3405	node_3406	155	155
node_3406	node_3408	156	156
node_3411	01_AE.TH.2011.40139v0J_06.MW443200	1650	296
node_3411	node_3412	310	0
node_3410	01_AE.TH.2011.40139v0J_03.MW443197	1878	290
node_3406	node_3407	0	0
node_3407	01_AE.TH.2011.40139v0J_12.MW443205	446	446
node_3407	01_AE.TH.2011.40139v0J_11.MW443204	2252	444
node_3408	01_AE.TH.2011.40139v0J_09.MW443202	1142	293
node_3408	01_AE.TH.2011.40139v0J_07.MW443201	908	290
node_3412	01_AE.TH.2011.40139v0J_04.MW443198	295	295
node_3412	01_AE.TH.2011.40139v0J_10.MW443203	657	291
node_3404	node_3413	155	156
node_3413	node_3414	344	344
node_3414	node_3415	769	437
node_3417	01_AE.TH.2000.00TH_C2101.AY945716	1215	659
node_3419	01_AE.CN.2002.YN0229.JX112863	1592	704
node_3419	01_AE.CN.2002.YN0221.JX112861	1585	674
node_3417	01_AE.CN.2002.YN0232.JX112864	1923	1228
node_3415	52_01B.TH.2000.00TH_R1741.AY945734	407	381
node_3415	01_AE.TH.2001.OUR414I.AY358050	236	227
node_3414	node_3416	283	56
node_3416	01_AE.TH.2000.00TH_C4151.AY945724	1287	651
node_3416	node_3417	81	77
node_3413	node_3418	27	27
node_3418	node_3419	951	361
node_3418	node_3420	90	90
node_3420	01_AE.TH.1999.99TH_NI1052.AY713423	1360	762
node_3420	node_3421	354	130
node_3421	01_AE.CN.2005.05GXD005.MW079293	1178	830
node_3421	01_AE.TH.2005.05TH342968.JN248342	1633	679
node_3403	node_3422	53	52
node_3422	node_3423	16	16
node_3423	node_3424	236	238
node_3424	node_3425	514	218
node_3425	01_AE.TH.2004.04TH807015.JN248334	1301	720
node_3425	01_AE.CN.2007.07CNYN326.KF835513	3320	1012
node_3424	node_3426	60	60
node_3426	01_AE.SE.2012.069SE.MF373172	1029	758
node_3428	node_3429	313	46
node_3426	node_3427	91	88
node_3435	01_AE.TH.2012.40435v01_09.OM826333	135	135
node_3433	node_3435	0	0
node_3423	node_3428	27	28
node_3429	01B.TH.2003.03TH700078.JN248317	1132	823
node_3427	01_AE.TH.2011.2546154P000FL_Sb.MG989525	1536	660
node_3428	node_3430	569	557
node_3430	node_3431	734	159
node_3434	01_AE.TH.2012.40435v01_12.OM826336	870	136
node_3433	node_3434	1	1
node_3429	01_AE.TH.1997.97TH_NP1695.AY713419	846	837
node_3427	01B.TH.2003.03TH700065.JN248316	1913	683
node_3430	01_AE.LA.2011.VI26F2939.MG760395	1279	943
node_3422	node_3432	649	405
node_3432	node_3433	1224	342
node_3434	01_AE.TH.2012.40435v01_01.OM826327	1070	139
node_3431	01_AE.TH.2012.40435v01_02.OM826328	749	457
node_3431	01_AE.LA.2011.VI38M3097.MG760414	2452	1012
node_3435	node_3436	2	2
node_3436	01_AE.TH.2012.40435v01_06.OM826331	806	137
node_3436	01_AE.TH.2012.40435v01_07.OM826332	1298	137
node_3432	node_3437	611	342
node_3437	node_3438	1	1
node_3438	01_AE.TH.2012.40435v01_10.OM826334	1799	138
node_3438	01_AE.TH.2012.40435v01_05.OM826330	1070	137
node_3437	node_3439	0	0
node_3439	01_AE.TH.2012.40435v01_11.OM826335	138	138
node_3439	node_3440	150	147
node_3440	01_AE.TH.2012.40435v01_03.OM826329	724	274
node_3440	01_AE.TH.2010.2543625P000FL_Sd.MK272341	2160	544
node_3129	node_3441	247	245
node_3441	node_3442	290	18
node_3442	node_3443	203	205
node_3443	node_3444	54	54
node_3444	node_3445	64	68
node_3445	node_3446	292	281
node_3445	node_3454	319	51
node_3446	node_3447	0	0
node_3447	node_3448	304	0
node_3447	node_3449	1	1
node_3446	node_3450	0	0
node_3450	node_3451	212	2
node_3450	node_3452	490	186
node_3452	node_3453	274	4
node_3454	node_3455	711	486
node_3455	node_3456	0	0
node_3451	01_AE.TH.2010.2543625P000FL_Sl.MK272345	714	293
node_3451	01_AE.TH.2010.2543625P000FL_Sm.MK272346	933	295
node_3449	01_AE.TH.2010.2543625P000FL_Sb.MK272340	923	291
node_3453	01_AE.TH.2010.2543625P000FL_Sa.MK272339	1216	575
node_3448	01_AE.TH.2010.2543625P000FL_Sc.MG989497	288	288
node_3448	01_AE.TH.2010.2543625P000FL_Sk.MK272344	780	288
node_3449	01_AE.TH.2010.2543625P000FL_Sn.MK272347	656	290
node_3452	01_AE.TH.2010.2543625P000FL_Sg.MK272342	474	474
node_3453	01_AE.TH.2010.2543625P000FL_Si.MK272343	1362	481
node_3456	01_AE.TH.2007.AA050a_WG4.JX447287	606	294
node_3456	01_AE.TH.2007.AA050a_WG3.JX447286	1439	299
node_3455	node_3457	500	132
node_3457	01_AE.TH.2007.AA050a_WG1.JX447284	169	169
node_3457	node_3458	275	3
node_3458	01_AE.TH.2007.AA050a_WG7.JX447283	1632	171
node_3458	01_AE.TH.2007.AA050a_WG2.JX447285	810	168
node_3454	node_3459	549	393
node_3459	node_3460	166	166
node_3460	01_AE.TH.2008.AA060a_WG3.JX447362	1169	447
node_3460	01_AE.TH.2008.AA060a_WG4.JX447363	1034	400
node_3459	node_3461	321	321
node_3444	node_3463	57	57
node_3461	01_AE.TH.2008.AA060a_WG9.JX447368	464	254
node_3463	node_3464	380	85
node_3465	node_3466	19	19
node_3467	node_3468	324	64
node_3468	01_AE.TH.2008.AA060a_WG6.JX447365	1028	461
node_3464	node_3469	530	510
node_3461	node_3462	76	76
node_3465	node_3467	3	3
node_3462	01_AE.TH.2008.AA060a_WG10.JX447360	1191	225
node_3464	node_3465	390	388
node_3466	01_AE.TH.2008.AA060a_WG5.JX447364	692	394
node_3462	01_AE.TH.2008.AA060a_WG1.JX447359	796	264
node_3466	01_AE.TH.2008.AA060a_WG2.JX447361	380	380
node_3467	01_AE.TH.2008.AA060a_WG7.JX447366	1296	391
node_3468	01_AE.TH.2005.AA079a_WG4.JX447592	1380	1127
node_3469	node_3470	0	0
node_3470	01_AE.TH.2005.AA079a_WG3.JX447591	286	286
node_3470	01_AE.TH.2005.AA079a_WG2.JX447590	680	314
node_3469	node_3471	152	152
node_3479	01_AE.TH.2013.9325P00b.MT121920	1816	290
node_3472	01_AE.TH.2005.AA079a_WG1.JX447589	551	547
node_3463	node_3473	342	136
node_3471	node_3472	157	157
node_3471	01_AE.TH.2005.AA079a_WG7.JX447595	431	431
node_3476	01U.SE.2009.034SE.MF373147	727	664
node_3473	node_3478	353	365
node_3478	node_3479	272	0
node_3478	node_3480	0	0
node_3475	01_AE.TH.2005.AA079a_WG6.JX447594	990	604
node_3474	node_3476	1150	20
node_3473	node_3474	552	334
node_3472	01_AE.TH.2005.AA079a_WG5.JX447593	1213	581
node_3474	node_3475	111	111
node_3475	01_AE.SE.2012.070SE.MF373173	1528	498
node_3476	node_3477	414	426
node_3477	01_AE.TH.2013.9325P00h.MT121925	3	3
node_3477	01_AE.TH.2013.9325P00k.MT121928	3297	4
node_3479	01_AE.TH.2013.9325P00a.MT121919	660	292
node_3480	01_AE.TH.2013.2549325P000FL_Sa.MG989563	713	292
node_3480	node_3481	1	1
node_3481	01_AE.TH.2013.9325P00g.MT121924	593	289
node_3481	01_AE.TH.2013.9325P00e.MT121922	1297	292
node_3443	node_3482	210	211
node_3482	node_3483	139	138
node_3483	node_3484	180	184
