node_1 node_2
node_1716 A1.KE.2010.20355v01_04.OM824816
node_1715 node_1717
node_1717 A1.KE.2010.20355v01_06.OM824818
node_1717 node_1718
node_1718 A1.UG.1998.98UG57134.AF484507
node_1718 A1.KE.1999.KNH1088.AF457063
node_1714 node_1719
node_1719 node_1720
node_1720 A1.KE.2000.KER2012.AF457055
node_1720 A1D.UG.2011.DEURF11UG006.KF716485
node_1719 node_1721
node_1721 A1D.KE.2011.20573v0A_04.OM824985
node_1721 node_1722
node_1722 A1D.KE.2011.20573v0A_09.OM824990
node_1722 A1D.KE.2011.20573v0A_06.OM824987
node_1567 node_1723
node_1723 node_1724
node_1724 node_1725
node_1725 node_1726
node_1726 node_1727
node_1727 node_1728
node_1728 node_1729
node_1729 A1D.KE.2011.20573v0A_11.OM824992
node_1729 A1D.KE.2011.20573v0A_05.OM824986
node_1728 node_1730
node_1730 A1D.KE.2011.20573v0A_10.OM824991
node_1730 A1D.KE.2011.20573v0A_08.OM824989
node_1727 node_1731
node_1731 node_1732
node_1732 A1D.KE.2011.20573v0A_07.OM824988
node_1732 A1D.KE.2011.20573v0A_02.OM824983
node_1731 node_1733
node_1733 A1D.KE.2011.20573v0A_03.OM824984
node_1733 node_1734
node_1734 A1D.UG.1999.99UGC06443.AF484479
node_1734 A1CD.UG.1986.2090.OP039415
node_1726 node_1735
node_1735 node_1736
node_1736 node_1737
node_1737 A1CD.SE.1995.SE8603.AF075702
node_1737 A1.KE.2001.ML1945.EU110088
node_1736 node_1738
node_1738 A1C.ZA.2008.BBCR06.GU201611
node_1738 node_1739
node_1739 A1.KE.2002.ML2014.EU110094
node_1739 A1.KE.2006.06KE335214V6.KT022380
node_1735 node_1740
node_1740 node_1741
node_1741 A1D.KE.2005.05KE963379V4.KT022411
node_1741 A1CD.KE.2006.06KE484390V7.KT022414
node_1740 node_1742
node_1742 A1.TZ.2012.30924v14_01.MN791984
node_1742 node_1743
node_1743 A1.TZ.2012.30924v08_05.MN791977
node_1743 A1.TZ.2012.30924v08_06.MN791978
node_1725 node_1744
node_1744 node_1745
node_1745 node_1746
node_1746 node_1747
node_1747 A1.TZ.2012.30924v01_08.MN791971
node_1747 A1.TZ.2012.30924v01_06.MN791969
node_1746 node_1748
node_1748 A1.TZ.2012.30924v01_01.MN791964
node_1748 node_1749
node_1749 A1.TZ.2012.30924v01_09.MN791972
node_1749 A1.TZ.2012.30924v08_07.MN791979
node_1745 node_1750
node_1750 node_1751
node_1751 A1.TZ.2012.30924v01_10.MN791973
node_1751 A1.TZ.2012.30924v01_02.MN791965
node_1750 node_1752
node_1752 A1.TZ.2012.30924v08_08.MN791980
node_1752 node_1753
node_1753 A1.TZ.2012.30924v08_02.MN791974
node_1753 A1.TZ.2012.30924v01_07.MN791970
node_1744 node_1754
node_1754 node_1755
node_1755 node_1756
node_1756 A1.TZ.2012.30924v08_04.MN791976
node_1756 A1.TZ.2012.30924v01_04.MN791967
node_1755 node_1757
node_1757 A1.TZ.2012.30924v08_10.MN791982
node_1757 node_1758
node_1758 A1.TZ.2012.30924v08_03.MN791975
node_1758 A1.TZ.2012.30924v01_03.MN791966
node_1754 node_1759
node_1759 node_1760
node_1760 A1.TZ.2012.30924v14_10.MN791990
node_1760 A1.TZ.2012.30924v14_14.MN791993
node_1759 node_1761
node_1761 A1.TZ.2012.30924v14_07.MN791988
node_1761 node_1762
node_1762 A1.TZ.2012.30924v14_05.MN791987
node_1762 A1.TZ.2012.30924v14_09.MN791989
node_1724 node_1763
node_1763 node_1764
node_1764 node_1765
node_1765 node_1766
node_1766 node_1767
node_1767 A1.TZ.2012.30924v14_12.MN791991
node_1767 A1.TZ.2012.30924v08_09.MN791981
node_1766 node_1768
node_1768 A1.TZ.2012.30924v01_05.MN791968
node_1768 A1.TZ.2012.30924v08_11.MN791983
node_1765 node_1769
node_1769 node_1770
node_1770 A1.TZ.2012.30924v14_03.MN791986
node_1770 A1.TZ.2012.30924v14_02.MN791985
node_1769 node_1771
node_1771 A1.TZ.2012.30924v14_13.MN791992
node_1771 node_1772
node_1772 A1C.TZ.2003.CO3301V1.KX907369
node_1772 A6.RU.2016.RU_ERS_1010_2016.MT334921
node_1764 node_1773
node_1773 node_1774
node_1774 node_1775
node_1775 A1D.UG.2010.DEURF10UG016.KP109493
node_1775 A1.RW.2017.KIN_18F_Con.MZ642264
node_1774 node_1776
node_1776 A1CD.RW.2019.MAT_81F_Con.MZ642268
node_1776 node_1777
node_1777 AB.BE.2017.BU.MN486017
node_1777 AB.BE.2017.BT.MN486016
node_1773 node_1778
node_1778 node_1779
node_1779 A1.KE.2000.KER2008.AF457052
node_1779 A1D.UG.1999.99UGB26587.AF484482
node_1778 node_1780
node_1780 130_A1B.US.2018.5112_wk-2_PL3_N16.MW063004
node_1780 node_1781
node_1781 130_A1B.US.2018.5112_wk-2_PL1_G12.MW063001
node_1781 130_A1B.US.2018.5112_wk-2_PL3_K15.MW063003
node_1763 node_1782
node_1782 node_1783
node_1783 node_1784
node_1784 node_1785
node_1785 130_A1B.US.2018.5112_wk-2_PL1_D21.MW063000
node_1785 130_A1B.US.2018.5112_wk-2_PL3_H20.MW063002
node_1784 node_1786
node_1786 130_A1B.US.2018.5112_wk-2_PL5_D19.MW063005
node_1786 node_1787
node_1787 130_A1B.CY.2017.CY397.OP781326
node_1787 A1.CY.2007.CY207.JF683759
node_1783 node_1788
node_1788 node_1789
node_1789 131_A1B.CY.2019.CY620.ON989339
node_1789 63A6.RU.2016.RU_ERS_1101_2016.MT369981
node_1788 node_1790
node_1790 A6.RU.2016.RU_ERS_1092_2016.MT369973
node_1790 node_1791
node_1791 A6.RU.2016.RU_ERS_1116_2016.MT369994
node_1791 A6.RU.2013.MRK063.MH330373
node_1782 node_1792
node_1792 node_1793
node_1793 node_1794
node_1794 A6.CY.2018.CY543.ON989294
node_1794 A6.RU.2016.RU_ERS_1008_2016.MT334919
node_1793 node_1795
node_1795 A6.KZ.2002.02KZPAV300480.EF589043
node_1795 node_1796
node_1796 A6.KZ.2002.02KZPAV300502.EF589044
node_1796 A6.UZ.2002.02UZ0663.AY829210
node_1792 node_1797
node_1797 node_1798
node_1798 A6.RU.2012.RU_ERS_234_2012.MZ427747
node_1798 A6.UA.2001.01UAOD89.DQ823367
node_1797 node_1799
node_1799 A6.UA.2001.01UAOD10.DQ823365
node_1799 node_1800
node_1800 A6.UA.2001.01UAKV254.DQ823361
node_1800 A6.RU.2012.IRK031.MH330364
node_1723 node_1801
node_1801 node_1802
node_1802 node_1803
node_1803 node_1804
node_1804 node_1805
node_1805 node_1806
node_1806 A6.RU.2012.IRK035.MH330365
node_1806 A6.CY.2006.CY173.FJ388951
node_1805 node_1807
node_1807 A6.RU.2006.RU_915_1016.JQ292896
node_1807 A6.UA.2000.98UA0116.AF413987
node_1804 node_1808
node_1808 node_1809
node_1809 A6.RU.2016.RU_ERS_1044_2016.MT369963
node_1809 A6.RU.2013.ARH068.MH330346
node_1808 node_1810
node_1810 A6.RU.2014.DEMA614RU017.MT222946
node_1810 node_1811
node_1811 A6.RU.2013.MRK078.MH330377
node_1811 A6.UA.2001.01UADN139.DQ823357
node_1803 node_1812
node_1812 node_1813
node_1813 node_1814
node_1814 A6.RU.2016.RU_ERS_1100_2016.MT369980
node_1814 A6.RU.2012.BLG033.MH330349
node_1813 node_1815
node_1815 A6.RU.2016.DEMA616RU026.MN703139
node_1815 node_1816
node_1816 A6.RU.2013.MRK068.MH330375
node_1816 A6.UA.2012.DEMA112UA040.KY658682
node_1812 node_1817
node_1817 node_1818
node_1818 A6.RU.2018.RU_ERS_3243_2018.MZ427770
node_1818 A6.RU.2012.BLG015.MH330347
node_1817 node_1819
node_1819 A6.RU.2014.MRK097.MH330381
node_1819 node_1820
node_1820 A6B.RU.2014.DEURF14RU010.MT222950
node_1820 A6.RU.2015.RU_ERS_551_2015.MT318157
node_1802 node_1821
node_1821 node_1822
node_1822 node_1823
node_1823 node_1824
node_1824 A6.RU.2017.RU_ERS_2050_2017.MZ427726
node_1824 A6.UA.2012.DEMA112UA013.KY658681
node_1823 node_1825
node_1825 A6.RU.2012.IRK028.MH330361
node_1825 node_1826
node_1826 A6.RU.2014.MRK087.MH330380
node_1826 A6.RU.2008.PokA1Ru.FJ864679
node_1822 node_1827
node_1827 node_1828
node_1828 A6.RU.2012.BLG041.MH330352
node_1828 A6.RU.2013.MRK067.MH330374
node_1827 node_1829
node_1829 A6.RU.2014.DEMA614RU018.MT222947
node_1829 node_1830
node_1830 A6.RU.2017.RU_ERS_1053_2017.MT369968
node_1830 A6.RU.2012.IRK025.MH330359
node_1821 node_1831
node_1831 node_1832
node_1832 node_1833
node_1833 A6.RU.2017.RU_ERS_1006_2017.MT334918
node_1833 A6.CY.2018.CY555.ON989303
node_1832 node_1834
node_1834 A6.RU.2016.RU_ERS_1052_2016.MT369967
node_1834 node_1835
node_1835 A6.RU.2013.ARH061.MH330344
node_1835 A6.RU.2012.BLG045.MH330355
node_1831 node_1836
node_1836 node_1837
node_1837 A6.RU.2014.DEMA614RU024.MT222948
node_1837 A6.RU.2013.ARH001.MG902950
node_1836 node_1838
node_1838 A6.UA.2012.DEMA112UA034.KU749405
node_1838 node_1839
node_1839 A6.RU.2013.MRK079.MH330378
node_1839 A6.RU.2012.BLG032.MH330348
node_1801 node_1840
node_1840 node_1841
node_1841 node_1842
node_1842 node_1843
node_1843 node_1844
node_1844 A6.UZ.2002.02UZ698.AY829206
node_1844 A6.UZ.2002.02UZ0672.AY829212
node_1843 node_1845
node_1845 A6.UZ.2002.02UZ652.AY829203
node_1845 node_1846
node_1846 A6.UZ.2002.02UZ694.AY829205
node_1846 A6.UZ.2002.02UZ0659.AY829209
node_1842 node_1847
node_1847 node_1848
node_1848 A6.KZ.2002.02KZYUZ300413.EF589040
node_1848 A6.KZ.2002.02KZYUZ300425.EF589041
node_1847 node_1849
node_1849 A6.RU.2015.RU_ERS_769_2015.MZ427723
node_1849 node_1850
node_1850 A6.RU.2012.BLG044.MH330354
node_1850 A6.RU.2008.DEMA108RU004.KF716492
node_1841 node_1851
node_1851 node_1852
node_1852 node_1853
node_1853 A6.UA.2001.01UAPol294.DQ823356
node_1853 A6.UA.2001.01UAPol293.DQ823359
node_1852 node_1854
node_1854 A6.UA.2001.01UAPol303.DQ823360
node_1854 node_1855
node_1855 A6.GE.1999.99GEMZ011.DQ207944
node_1855 A6.KZ.2002.02KZKAR300435.EF589042
node_1851 node_1856
node_1856 node_1857
node_1857 A6.RU.2007.Irkutsk_5.JQ292891
node_1857 A6.RU.2012.BLG038.MH330351
node_1856 node_1858
node_1858 A6.RU.2019.RU_ERS_2647_2019.MZ427749
node_1858 node_1859
node_1859 A6.RU.2016.RU_ERS_1047_2016.MT369964
node_1859 A6.RU.2012.BLG051.MH330356
node_1840 node_1860
node_1860 node_1861
node_1861 node_1862
node_1862 node_1863
node_1863 A6.RU.2010.10RU6792.JX500695
node_1863 A6.RU.2006.RU_SP_B_049.JQ292900
node_1862 node_1864
node_1864 A6.RU.2012.BLG035.MH330350
node_1864 node_1865
node_1865 A6.BY.2013.PV85.KT983615
node_1865 A6.SI.2009.Sample25_SI209.MN736699
node_1861 node_1866
node_1866 node_1867
node_1867 A6.RU.2017.RU_ERS_1408_2017.MT369999
node_1867 A6.RU.2013.ARH048.MH330343
node_1866 node_1868
node_1868 A6.RU.2013.ARH047.MH330342
node_1868 node_1869
node_1869 A6.RU.2006.RU_915_1041.JQ292899
node_1869 A6.RU.2013.ARH042.MH330341
node_1860 node_1870
node_1870 node_1871
node_1871 node_1872
node_1872 A6.RU.2014.DEMA614RU012.MT222944
node_1872 A6.RU.2013.MRK075.MH330376
node_1871 node_1873
node_1873 A6.RU.2013.ARH066.MH330345
node_1873 node_1874
node_1874 A6.CY.2006.CY171.FJ388950
node_1874 A6.RU.2013.ARH036.MH330340
node_1870 node_1875
node_1875 node_1876
node_1876 A6.RU.2006.RU_915_1038.JQ292898
node_1876 A6.RU.2005.RU_560_1125_JA.JQ292895
node_1875 node_1877
node_1877 A6.RU.2015.DEMA615RU028.MT222949
node_1877 node_1878
node_1878 A6.RU.2014.DEMA614RU015.MT222945
node_1878 A6.UA.2012.DEMA112UA030.KU749404
node_1254 node_1879
node_1879 node_1880
node_1880 node_1881
node_1881 node_1882
node_1882 node_1883
node_1883 node_1884
node_1884 node_1885
node_1885 node_1886
node_1886 node_1887
node_1887 A6.RU.2016.RU_ERS_1115_2016.MT369993
node_1887 A6.CY.2017.CY401.ON989220
node_1886 node_1888
node_1888 A6.RU.2016.RU_ERS_1038_2016.MT369957
node_1888 A6.RU.2017.RU_ERS_1412_2017.MT370001
node_1885 node_1889
node_1889 node_1890
node_1890 A6.RU.2013.ARH011.MG902951
node_1890 A6.RU.2017.RU_ERS_1417_2017.MT370005
node_1889 node_1891
node_1891 A6.RU.2016.RU_ERS_1051_2016.MT369966
node_1891 node_1892
node_1892 A6.IT.2002.60000.EU861977
node_1892 A6.RU.2000.RU00051.EF545108
node_1884 node_1893
node_1893 node_1894
node_1894 node_1895
node_1895 A6.RU.2019.RU_ERS_3734_2019.MZ427743
node_1895 A6.RU.2016.RU_ERS_1034_2016.MT369953
node_1894 node_1896
node_1896 133_A6B.RU.2022.KRS349.OP056079
node_1896 node_1897
node_1897 A6.RU.2017.RU_ERS_1418_2017.MT370006
node_1897 A6.RU.2013.ARH033.MH330339
node_1893 node_1898
node_1898 node_1899
node_1899 A6.RU.2019.RU_ERS_3695_2019.MZ427734
node_1899 A6B.RU.2017.KRS64-2.OP056072
node_1898 node_1900
node_1900 A6.RU.2016.RU_ERS_1036_2016.MT369955
node_1900 node_1901
node_1901 133_A6B.RU.2020.KRS128-1.OP056074
node_1901 133_A6B.RU.2018.KRS21-1.OP056070
node_1883 node_1902
node_1902 node_1903
node_1903 node_1904
node_1904 node_1905
node_1905 133_A6B.RU.2018.KRS12-1.OP056069
node_1905 133_A6B.RU.2017.KRS100.OP056073
node_1904 node_1906
node_1906 133_A6B.RU.2020.KRS189-1.OP056077
node_1906 node_1907
node_1907 133_A6B.RU.2017.KRS132-1.OP056076
node_1907 133_A6B.RU.2021.KRS263-1.OP056078
node_1903 node_1908
node_1908 node_1909
node_1909 A6.RU.2016.RU_ERS_1001_2016.MT334916
node_1909 A6.RU.2016.RU_ERS_1033_2016.MT369952
node_1908 node_1910
node_1910 A6.RU.2018.RU_ERS_2550_2018.MZ327293
node_1910 node_1911
node_1911 A6.RU.2017.RU_ERS_1415_2017.MT370003
node_1911 A6.RU.2018.RU_ERS_3151_2017.MZ427764
node_1902 node_1912
node_1912 node_1913
node_1913 node_1914
node_1914 A6.RU.2017.RU_ERS_3068_2017.MZ427756
node_1914 A6.RU.2016.RU_ERS_1029_2016.MT334932
node_1913 node_1915
node_1915 A6.RU.2006.RU_915_1035.JQ292897
node_1915 node_1916
node_1916 A6.RU.2008.MSK_SK_006-2.KY238327
node_1916 A6.RU.2008.MSK_SK_006-1.KY238326
node_1912 node_1917
node_1917 node_1918
node_1918 A6.RU.2014.DEMA614RU019.MN703136
node_1918 63_02A6.RU.2019.RU_ERS_3582_2019.MZ427716
node_1917 node_1919
node_1919 A6.CY.2019.CY615.ON989335
node_1919 node_1920
node_1920 A6.RU.2017.RU_ERS_3067_2017.MZ427757
node_1920 B.RU.2015.RU_ERS_3013_2015.MZ427755
node_1882 node_1921
node_1921 node_1922
node_1922 node_1923
node_1923 node_1924
node_1924 node_1925
node_1925 A6.RU.2017.RU_ERS_3101_2017.MZ427759
node_1925 A6.RU.2018.RU_ERS_3193_2018.MZ427765
node_1924 node_1926
node_1926 A6.RU.2016.RU_ERS_1039_2016.MT369958
node_1926 A6.UA.2012.DEMA112UA042.KU749407
node_1923 node_1927
node_1927 node_1928
node_1928 A6.RU.2018.RU_ERS_2206_2018.MZ427720
node_1928 A6.RU.2016.RU_ERS_1103_2016.MT369983
node_1927 node_1929
node_1929 A6.UA.2001.01UAOD35.DQ823366
node_1929 node_1930
node_1930 A6.RU.2019.RU_ERS_3748_2019.MZ427738
node_1930 A6.RU.2016.RU_ERS_1000_2016.MT334915
node_1922 node_1931
node_1931 node_1932
node_1932 node_1933
node_1933 A6.UZ.2002.02UZ740.AY829208
node_1933 A6.RU.2013.ARH029.MH330338
node_1932 node_1934
node_1934 A6.RU.2012.IRK014.MH330358
node_1934 node_1935
node_1935 A6.KZ.2002.02KZPAV300497.EF589039
node_1935 A6.CY.2008.CY231.JF683780
node_1931 node_1936
node_1936 node_1937
node_1937 A6.CY.2007.CY213.JF683763
node_1937 A6.RU.2016.RU_ERS_1120_2016.MT369995
node_1936 node_1938
node_1938 A6.RU.2013.MRK030.MH330370
node_1938 node_1939
node_1939 A6.UA.2012.DEMA112UA024.KU749403
node_1939 A6.RU.-.IRK007.MH330357
node_1921 node_1940
node_1940 node_1941
node_1941 node_1942
node_1942 node_1943
node_1943 A6.UA.2001.01UADN121.DQ823358
node_1943 A6.GB.2013.15228_1_59.3.MF109697
node_1942 node_1944
node_1944 A6.RU.2014.DEMA614RU025.MN703137
node_1944 node_1945
node_1945 A6.RU.2015.RU_ERS_623_2015.MT334911
node_1945 A6.RU.2018.RU_ERS_3195_2018.MZ427769
node_1941 node_1946
node_1946 node_1947
node_1947 A6.RU.2016.RU_ERS_1107_2016.MT369987
node_1947 A6.RU.2016.RU_ERS_1109_2016.MT369989
node_1946 node_1948
node_1948 A6.RU.2008.RUA007.JQ292894
node_1948 node_1949
node_1949 147_A6B.RU.2017.KRS131-1.OP056075
node_1949 A6.RU.2013.MRK056.MH330372
node_1940 node_1950
node_1950 node_1951
node_1951 node_1952
node_1952 A6.RU.2016.DEMA616RU023.MN703138
node_1952 A6.RU.2016.RU_ERS_1102_2016.MT369982
node_1951 node_1953
node_1953 A6.RU.2019.RU_ERS_3759_2019.MZ427733
node_1953 node_1954
node_1954 A6.RU.2014.RU_ERS_726_2014.MZ427727
node_1954 A6.RU.2016.RU_ERS_1094_2016.MT369975
node_1950 node_1955
node_1955 node_1956
node_1956 A6.RU.2016.RU_ERS_1009_2016.MT334920
node_1956 A6.RU.2016.RU_ERS_1048_2016.MT369965
node_1955 node_1957
node_1957 A6.RU.2012.BLG043.MH330353
node_1957 node_1958
node_1958 A6.RU.2016.RU_ERS_1093_2016.MT369974
node_1958 A6.RU.2016.RU_ERS_1091_2016.MT369972
node_1881 node_1959
node_1959 node_1960
node_1960 node_1961
node_1961 node_1962
node_1962 node_1963
node_1963 node_1964
node_1964 A6.RU.2012.IRK039.MH330367
node_1964 A6.RU.2002.RU01029.JQ292892
node_1963 node_1965
node_1965 A6.RU.2015.RU_ERS_605_2015.MT334907
node_1965 A6.RU.2003.03RU20_06_13.AY500393
node_1962 node_1966
node_1966 node_1967
node_1967 A6.UA.2011.DEMA111UA008.KU749400
node_1967 A6.RU.2016.RU_ERS_1042_2016.MT369961
node_1966 node_1968
node_1968 A6.RU.2008.DEMA108RU003.KF716491
node_1968 node_1969
node_1969 A6.RU.2017.RU_ERS_3125_2017.MZ427762
node_1969 A6.RU.2017.KRS64-1.OP056071
node_1961 node_1970
node_1970 node_1971
node_1971 node_1972
node_1972 A6.RU.2017.RU_ERS_1410_2017.MT370000
node_1972 A6.RU.2015.RU_ERS_628_2015.MT334913
node_1971 node_1973
node_1973 A6.CY.2005.CY021.FJ388892
node_1973 node_1974
node_1974 A6.RU.2016.RU_ERS_1110_2016.MT369990
node_1974 A6.RU.2010.10RU6617.JX500696
node_1970 node_1975
node_1975 node_1976
node_1976 A6.UA.2011.DEMA111UA002.KU749399
node_1976 A6.RU.2017.RU_ERS_1427_2017.MT370008
node_1975 node_1977
node_1977 A6.RU.2017.RU_ERS_3087_2017.MZ427758
node_1977 node_1978
node_1978 A6.RU.2019.RU_ERS_3694_2019.MZ427731
node_1978 A6.RU.2016.RU_ERS_1041_2016.MT369960
node_1960 node_1979
node_1979 node_1980
node_1980 node_1981
node_1981 node_1982
node_1982 A6.UA.2011.DEMA111UA009.KU749401
node_1982 A6.RU.2017.RU_ERS_3183_2017.MZ427767
node_1981 node_1983
node_1983 A6.RU.2018.RU_ERS_3256_2018.MZ427771
node_1983 node_1984
node_1984 A6.RU.2016.RU_ERS_1027_2016.MT334930
node_1984 A6.RU.2016.RU_ERS_1098_2016.MT369978
node_1980 node_1985
node_1985 node_1986
node_1986 A6.RU.2012.IRK030.MH330363
node_1986 A6.RU.2016.RU_ERS_1056_2016.MT369970
node_1985 node_1987
node_1987 A6.RU.2016.RU_ERS_1405_2016.MT369998
node_1987 node_1988
node_1988 22A1U.CM.2001.01CM_1152NG.AY371163
node_1988 A6.RU.2018.RU_ERS_2564_2018.MZ327294
node_1979 node_1989
node_1989 node_1990
node_1990 node_1991
node_1991 A6.RU.2016.RU_ERS_1104_2016.MT369984
node_1991 A6.BY.1997.97BL006.AF193275
node_1990 node_1992
node_1992 A6.CY.2005.CY057.FJ388906
node_1992 node_1993
node_1993 A6.RU.2013.MRK054.MH330371
node_1993 A6.RU.2011.11RU6950.JX500694
node_1989 node_1994
node_1994 node_1995
node_1995 A6.RU.2019.RU_ERS_3661_2019.MZ427746
node_1995 A6.RU.2008.RUA001.JQ292893
node_1994 node_1996
node_1996 63A6.RU.2016.RU_ERS_1106_2016.MT369986
node_1996 node_1997
node_1997 A6.RU.2016.RU_ERS_1026_2016.MT334929
node_1997 A6.RU.2015.RU_ERS_610_2015.MT334908
node_1959 node_1998
node_1998 node_1999
node_1999 node_2000
node_2000 node_2001
node_2001 node_2002
node_2002 A6.RU.2013.ARH028.MH330337
node_2002 A6.RU.2014.DEMA614RU011.MN703135
node_2001 node_2003
node_2003 A6.RU.2015.RU_ERS_622_2015.MT334910
node_2003 A6.CY.2009.CY255.JF683798
node_2000 node_2004
node_2004 node_2005
node_2005 A6.RU.2016.RU_ERS_1097_2016.MT369977
node_2005 A6.RU.2016.RU_ERS_1032_2016.MT369951
node_2004 node_2006
node_2006 A6.RU.2017.RU_ERS_3176_2017.MZ427766
node_2006 node_2007
node_2007 A6.RU.2014.MRK086.MH330379
node_2007 A6.RU.2016.RU_ERS_1404_2016.MT369997
node_1999 node_2008
node_2008 node_2009
node_2009 node_2010
node_2010 A1H.CM.2001.01CM_4038STN.GU201508
node_2010 A6.RU.2016.RU_ERS_1019_2016.MT334926
node_2009 node_2011
node_2011 A1.SE.1993.001UG.MF373124
node_2011 node_2012
node_2012 A1.CD.2002.LA01AlPr.KU168256
node_2012 A6.RU.2015.RU_ERS_853_2015.MZ427722
node_2008 node_2013
node_2013 node_2014
node_2014 0209.CI.2001.01IC_17395.AJ866554
node_2014 A6.RU.2017.RU_ERS_1425_2017.MT370007
node_2013 node_2015
node_2015 0102A.CM.2007.567-16.KP718921
node_2015 node_2016
node_2016 A6.RU.2016.RU_ERS_1025_2016.MT334928
node_2016 A6G.CY.2017.CY395.ON989216
node_1998 node_2017
node_2017 node_2018
node_2018 node_2019
node_2019 node_2020
node_2020 02C.BE.1993.VI1035.AJ276595
node_2020 63_02A6.RU.2015.T11.17.MK984160
node_2019 node_2021
node_2021 63_02A6.RU.2011.10RU5983.JX500699
node_2021 node_2022
node_2022 63_02A6.RU.2011.11RU18n.JX500698
node_2022 63_02A6.RU.2010.10RU6829.JX500704
node_2018 node_2023
node_2023 node_2024
node_2024 63_02A6.RU.2017.MtBs.18.MK984159
node_2024 63_02A6.RU.2010.10RU6649.JX500700
node_2023 node_2025
node_2025 63_02A6.RU.2012.12RU15r.JX500705
node_2025 node_2026
node_2026 63_02A6.RU.2013.RU_8141.KJ197200
node_2026 02A6.RU.2018.RU_ERS_3291_2018.MZ427773
node_2017 node_2027
node_2027 node_2028
node_2028 node_2029
node_2029 63_02A6.RU.2013.RU_8501.KJ197202
node_2029 63_02A6.RU.2010.10RU6637.JN230353
node_2028 node_2030
node_2030 63_02A6.RU.2019.RU_ERS_3580_2019.MZ427715
node_2030 node_2031
node_2031 63_02A6.RU.2016.RU_ERS_1108_2016.MT369988
node_2031 63_02A6.RU.2010.10RU6366.JX500702
node_2027 node_2032
node_2032 node_2033
node_2033 63_02A6.RU.2016.RU_ERS_1015_2016.MT334923
node_2033 63_02A6.RU.2013.RU_8169.KJ197201
node_2032 node_2034
node_2034 63_02A6.RU.2019.RU_ERS_3578_2019.MZ427709
node_2034 node_2035
node_2035 63_02A6.RU.2018.RU_ERS_2577_2018.MZ427698
node_2035 63_02A6.RU.2018.RU_ERS_2568_2018.MZ327295
node_1880 node_2036
node_2036 node_2037
node_2037 node_2038
node_2038 node_2039
node_2039 node_2040
node_2040 node_2041
node_2041 node_2042
node_2042 63_02A6.RU.2018.RU_ERS_2574_2018.MZ327296
node_2042 63_02A6.RU.2018.RU_ERS_3777_2018.MZ427705
node_2041 node_2043
node_2043 63_02A6.RU.2016.RU_ERS_1105_2016.MT369985
node_2043 63_02A6.RU.2009.09RU4829.JX500701
node_2040 node_2044
node_2044 node_2045
node_2045 63_02A6.RU.2016.RU_ERS_1111_2016.MT369991
node_2045 02A6.SE.2010.039KZ.MF373150
node_2044 node_2046
node_2046 63A6.RU.2016.RU_ERS_1096_2016.MT369976
node_2046 node_2047
node_2047 63_02A6.RU.2019.RU_ERS_3658_2019.MZ427729
node_2047 63_02A6.RU.2019.RU_ERS_3337_2019.MZ427775
node_2039 node_2048
node_2048 node_2049
node_2049 node_2050
node_2050 02_AG.SE.2011.SE602019.KP411843
node_2050 A1U.BR.2010.10BR_SP011.KJ849789
node_2049 node_2051
node_2051 U.GR.1999.99GR303.AY046058
node_2051 node_2052
node_2052 25_cpx.SA.2003.J11451.EU697908
node_2052 U.CD.2002.CG-0062-01_NGSID10.KY392774
node_2048 node_2053
node_2053 node_2054
node_2054 U.CD.2002.CG-0059-01_NGSID8.KY392773
node_2054 A6.RU.2015.RU_ERS_625_2015.MT334912
node_2053 node_2055
node_2055 A1.RW.2011.DEMA111RW002.KF716472
node_2055 node_2056
node_2056 A6.RU.2020.RU_ERS_3635_2020.MZ427710
node_2056 A6.RU.2015.RU_ERS_620_2015.MT334909
node_2038 node_2057
node_2057 node_2058
node_2058 node_2059
node_2059 node_2060
node_2060 A6.RU.2016.RU_ERS_1037_2016.MT369956
node_2060 A1.KE.2004.04KE860822V3.KT022369
node_2059 node_2061
node_2061 A6.RU.2019.RU_ERS_3712_2019.MZ427744
node_2061 node_2062
node_2062 A6.RU.2015.RU_ERS_609_2015.MZ427717
node_2062 A6.RU.2016.RU_ERS_1021_2016.MT334927
node_2058 node_2063
node_2063 node_2064
node_2064 A6.RU.2016.RU_ERS_1028_2016.MT334931
node_2064 A6.RU.2017.RU_ERS_1414_2017.MT370002
node_2063 node_2065
node_2065 A6.RU.2016.RU_ERS_1018_2016.MT334925
node_2065 node_2066
node_2066 A6B.BE.2017.DJ.MT417746
node_2066 A1.KE.2006.06KECst_001.FJ623487
node_2057 node_2067
node_2067 node_2068
node_2068 node_2069
node_2069 A6.RU.2016.RU_ERS_1030_2016.MT369950
node_2069 A1.UG.1998.98UG57135.AF484508
node_2068 node_2070
node_2070 A1GH.CD.2002.CG-0378-02V_NGSID6.KY392771
node_2070 node_2071
node_2071 A1D.ZA.2000.TV101.KJ948659
node_2071 A1.GB.2014.14727_1_50.3.MF109613
node_2067 node_2072
node_2072 node_2073
node_2073 02O.FR.2017.RBF243.KY995542
node_2073 02O.FR.2010.RBF222.KY359382
node_2072 node_2074
node_2074 02U.CY.2019.CY611.ON989333
node_2074 node_2075
node_2075 02_AG.CM.2002.02CM_1901LE.AY371146
node_2075 A1C.BE.2019.DT.MT417756
node_2037 node_2076
node_2076 node_2077
node_2077 node_2078
node_2078 node_2079
node_2079 node_2080
node_2080 A1C.BE.2013.A.MN989924
